name,shelter_type,area_m2,estimated_capacity,lat,lon,centroid,nearby_population_density,nearby_population_estimate,estimated_coverage_ratio,Distance_to_Roads,Distance_to_Faults,Population_Density,LandUse_Score,Distance_to_Roads_norm,Distance_to_Faults_norm,Population_Density_norm,LandUse_Score_norm,Distance_to_Roads_w,Distance_to_Faults_w,Population_Density_w,LandUse_Score_w,score,rank
Park_011,public_park,12118.808910336338,3462,38.654833640403524,39.14012989108427,POINT (39.14012989108427 38.654833640403524),0.0,0.0,<NA>,5.768555969794095,24967.53568547095,9500,0.2,0.03538678842854087,0.40257663385428816,0.9999999999998794,0.9999999900000001,0.01974228926428295,0.10599842769383407,0.1218999999999853,0.056899999431,0.3045407163891023,21
Park_012,public_park,4532.581958011672,1295,38.683539894595285,39.21517978476515,POINT (39.21517978476515 38.683539894595285),0.0,0.0,<NA>,3.5991162260964717,25330.22643989535,9500,0.2,0.02207851758559784,0.41015770488630504,0.9999999999998794,0.9999999900000001,0.012317604961005034,0.10799452369656411,0.1218999999999853,0.056899999431,0.2991121280885544,45
Park_013,public_park,7498.443679734935,2142,38.68270700045715,39.25837461027647,POINT (39.25837461027647 38.68270700045715),0.0,0.0,<NA>,4.4795266371041516,23824.699230503917,9500,0.2,0.027479331430128418,0.37868872318274815,0.9999999999998794,0.9999999900000001,0.015330719004868643,0.09970874081401758,0.1218999999999853,0.056899999431,0.29383945924987154,75
Park_014,public_park,16045.449948086738,4584,38.68357052587125,39.260999419393784,POINT (39.260999419393784 38.68357052587125),0.0,0.0,<NA>,3.7167427571985274,23753.26326880871,9500,0.2,0.02280008901378322,0.37719554726567445,0.9999999999998794,0.9999999900000001,0.012720169660789657,0.09931558759505207,0.1218999999999853,0.056899999431,0.29083575668682704,96
Park_015,public_park,9446.7329567167,2699,38.669179911626706,39.192087940826866,POINT (39.192087940826866 38.669179911626706),9500.0,93.6958451817441,28.80597314389645,3.4052986527163243,24655.766611882646,9500,0.2,0.020889557731719313,0.39605994308225545,0.9999999999998794,0.9999999900000001,0.011654284258526203,0.10428258301355785,0.1218999999999853,0.056899999431,0.29473686670306937,67
Park_016,public_park,649.8816397999278,185,38.95470353841709,40.03793558784272,POINT (40.03793558784272 38.95470353841709),9500.0,34442.41898029887,0.0053712835938097255,11.396167192416701,23315.525976566638,9500,0.2,0.0699089615227783,0.3680458309705445,0.9999999999998794,0.9999999900000001,0.03900220963355801,0.09690646729454436,0.1218999999999853,0.056899999431,0.31470867635908767,9
Park_017,public_park,7303.227591447276,2086,38.72516884496265,39.876415861852216,POINT (39.876415861852216 38.72516884496265),0.0,0.0,<NA>,3.7290799936058274,5840.109722700748,9500,0.2,0.02287577089618569,0.002769434154546579,0.9999999999998794,0.9999999900000001,0.012762392582981995,0.0007291920128921142,0.1218999999999853,0.056899999431,0.1922915840268594,134
Park_018,public_park,1753.0599761593787,500,38.66994680469168,39.21991145680413,POINT (39.21991145680413 38.66994680469168),0.0,0.0,<NA>,3.230965342820476,23828.43847745067,9500,0.2,0.019820122679752257,0.3787668820449848,0.9999999999998794,0.9999999900000001,0.011057646443033782,0.09972932004244449,0.1218999999999853,0.056899999431,0.28958696591646355,104
Park_019,public_park,3739.9543353960576,1068,38.68804401566972,39.25468798538452,POINT (39.25468798538452 38.68804401566972),0.0,0.0,<NA>,4.74408889323648,24455.107134882513,9500,0.2,0.02910226941200022,0.39186569845421254,0.9999999999998794,0.9999999900000001,0.01623615610495492,0.10317823840299416,0.1218999999999853,0.056899999431,0.2982143939389344,49
Park_020,public_park,652.1751502328118,186,38.64652865432216,39.12643566183013,POINT (39.12643566183013 38.64652865432216),0.0,0.0,<NA>,3.068612369921311,24640.854562356413,9500,0.2,0.018824180136625217,0.3957482469463263,0.9999999999998794,0.9999999900000001,0.010502010098223208,0.10420051342096771,0.1218999999999853,0.056899999431,0.2935025229501762,80
Park_021,public_park,5424.566994084674,1549,38.6659083161666,39.194343196985315,POINT (39.194343196985315 38.6659083161666),0.0,0.0,<NA>,4.360851630087914,24283.929430254077,9500,0.2,0.026751328202452514,0.38828769068297697,0.9999999999998794,0.9999999900000001,0.014924566004148257,0.10223614895682782,0.1218999999999853,0.056899999431,0.29596071439196137,58
Park_022,public_park,12357.936983702872,3530,38.6744092114032,39.20325788024968,POINT (39.20325788024968 38.6744092114032),0.0,0.0,<NA>,6.914093986278753,24835.208803853195,9500,0.2,0.04241400834951529,0.3998106976489896,0.9999999999998794,0.9999999900000001,0.023662775258194577,0.10527015669097894,0.1218999999999853,0.056899999431,0.3077329313801588,16
Park_023,public_park,6200.058784496042,1771,38.71985388760313,39.86528101683617,POINT (39.86528101683617 38.71985388760313),0.0,0.0,<NA>,6.171669997143781,5707.615493508179,9500,0.2,0.037859662207194625,0.0,0.9999999999998794,0.9999999900000001,0.02112190554539388,0.0,0.1218999999999853,0.056899999431,0.19992190497637918,132
Park_024,public_park,10852.250569085858,3100,38.66801468728114,39.16656752807037,POINT (39.16656752807037 38.66801468728114),0.0,0.0,<NA>,4.359536833167173,25421.138589487204,9500,0.2,0.02674326267605312,0.4120579779297219,0.9999999999998794,0.9999999900000001,0.014920066246970034,0.10849486558889576,0.1218999999999853,0.056899999431,0.3022149312668511,28
Park_025,public_park,7584.612804171609,2167,38.66960386228025,39.169111971613454,POINT (39.169111971613454 38.66960386228025),0.0,0.0,<NA>,3.5548072975744365,25492.572337369817,9500,0.2,0.021806707675576187,0.41355110757302016,0.9999999999998794,0.9999999900000001,0.012165962212203953,0.1088880066239762,0.1218999999999853,0.056899999431,0.2998539682671654,42
Park_026,public_park,2072.515211587572,592,38.671504000074556,39.17075463020564,POINT (39.17075463020564 38.671504000074556),0.0,0.0,<NA>,3.5333039530007273,25665.550094707185,9500,0.2,0.02167479696708686,0.4171667405863699,0.9999999999998794,0.9999999900000001,0.01209236922793776,0.10984000279639118,0.1218999999999853,0.056899999431,0.30073237145531423,33
Park_027,public_park,2510.3055922972403,717,38.67173624917306,39.169754507607216,POINT (39.169754507607216 38.67173624917306),0.0,0.0,<NA>,0.0,25692.215312519882,9500,0.2,0.0,0.41772410497422996,0.9999999999998794,0.9999999900000001,0.0,0.10998675683971473,0.1218999999999853,0.056899999431,0.28878675627070005,106
Park_028,public_park,2916.264795563632,833,38.67226836231052,39.17406877075121,POINT (39.17406877075121 38.67226836231052),0.0,0.0,<NA>,2.6825158444504202,25572.55732773791,9500,0.2,0.016455698989631888,0.4152229778539101,0.9999999999998794,0.9999999900000001,0.00918063446631563,0.10932821006893452,0.1218999999999853,0.056899999431,0.29730884396623547,52
Park_029,public_park,15695.378081228178,4484,38.67831429771685,39.189175865796216,POINT (39.189175865796216 38.67831429771685),0.0,0.0,<NA>,10.78070071851046,25681.665929790277,9500,0.1,0.0661334270543561,0.41750359860939584,0.9999999999998794,0.0,0.03689583895362526,0.10992869751385391,0.1218999999999853,0.0,0.26872453646746447,120
Park_030,public_park,13926.771556936477,3979,38.67687769434298,39.24839332876157,POINT (39.24839332876157 38.67687769434298),0.0,0.0,<NA>,5.485794308356623,23462.80060440643,9500,0.2,0.03365220751411704,0.37112420945482444,0.9999999999998794,0.9999999900000001,0.018774566572125895,0.09771700434945527,0.1218999999999853,0.056899999431,0.2952915703525665,65
Park_031,public_park,3405.189665458075,972,38.6753882016794,39.251686972634516,POINT (39.251686972634516 38.6753882016794),0.0,0.0,<NA>,6.617647485658208,23292.80882364403,9500,0.2,0.040595478781150024,0.3675709902202618,0.9999999999998794,0.9999999900000001,0.022648217612003595,0.09678144172499492,0.1218999999999853,0.056899999431,0.2982296587679838,48
Park_032,public_park,3204.564350159119,915,38.66468240707653,39.186803416094065,POINT (39.186803416094065 38.66468240707653),0.0,0.0,<NA>,4.863187091894377,24398.765932540657,1200,0.2,0.029832868678124316,0.39068803772872557,0.0,0.9999999900000001,0.016643757435525555,0.10286816033397343,0.0,0.056899999431,0.17641191720049898,139
Park_033,public_park,11451.527064565693,3271,38.66374217742121,39.172624988725,POINT (39.172624988725 38.66374217742121),0.0,0.0,<NA>,5.135260242477348,24798.656229624725,1200,0.2,0.03150188169753163,0.39904666476905337,0.0,0.9999999900000001,0.017574899799052895,0.10506898683369174,0.0,0.056899999431,0.17954388606374463,136
Park_034,public_park,30363.211727968817,8675,38.66114912196058,39.16661292255687,POINT (39.16661292255687 38.66114912196058),0.0,0.0,<NA>,4.605166684558397,24706.426281797394,9500,0.2,0.028250061193468814,0.3971188467113037,0.9999999999998794,0.9999999900000001,0.01576070913983625,0.10456139233908626,0.1218999999999853,0.056899999431,0.2991221009099078,44
Park_035,public_park,3236.8869370606617,924,38.662057051152416,39.17755691160103,POINT (39.17755691160103 38.662057051152416),0.0,0.0,<NA>,5.005937801627277,24444.35211626177,9500,0.2,0.030708562558844774,0.39164089382624806,0.9999999999998794,0.9999999900000001,0.017132307051579497,0.10311904734445111,0.1218999999999853,0.056899999431,0.2990513538270159,46
Park_036,public_park,3107.5160856535267,887,38.66276928424821,39.17744562468001,POINT (39.17744562468001 38.66276928424821),0.0,0.0,<NA>,7.208083635316251,24534.23466434733,9500,0.2,0.044217466539943885,0.3935196458298847,0.9999999999998794,0.9999999900000001,0.024668924582634692,0.10361372274700863,0.1218999999999853,0.056899999431,0.3070826467606286,19
Park_037,public_park,43235.79658119336,12353,38.65633356956104,39.15406080166479,POINT (39.15406080166479 38.65633356956104),0.0,0.0,<NA>,0.0,24639.81309940207,9500,0.2,0.0,0.395726477974998,0.9999999999998794,0.9999999900000001,0.0,0.10419478165081696,0.1218999999999853,0.056899999431,0.28299478108180226,117
Park_038,public_park,2579.4231643324656,736,38.672604440439905,39.171131122270175,POINT (39.171131122270175 38.672604440439905),0.0,0.0,<NA>,4.924945777013995,25740.77880627467,9500,0.2,0.030211722855044223,0.41873919369989165,0.9999999999998794,0.9999999900000001,0.01685512018082917,0.11025402970118146,0.1218999999999853,0.056899999431,0.30590914931299595,20
Park_039,public_park,2756.7755615072165,787,38.667674630459345,39.17825243151953,POINT (39.17825243151953 38.667674630459345),0.0,0.0,<NA>,2.5324695217692774,25004.675530655248,9500,0.2,0.015535250700146417,0.40335294204804706,0.9999999999998794,0.9999999900000001,0.008667116365611686,0.10620282964125079,0.1218999999999853,0.056899999431,0.29366994543784775,78
Park_040,public_park,2840.803212681599,811,38.66761680031827,39.174746700305604,POINT (39.174746700305604 38.66761680031827),0.0,0.0,<NA>,3.5657275152010888,25139.29613705253,9500,0.2,0.021873696958989823,0.4061668223772842,0.9999999999998794,0.9999999900000001,0.012203335533420422,0.10694372433193891,0.1218999999999853,0.056899999431,0.29794705929634463,50
Park_041,public_park,2803.396321877476,800,38.66848963264709,39.1771108314612,POINT (39.1771108314612 38.66848963264709),0.0,0.0,<NA>,4.334232190219537,25134.825534400657,9500,0.2,0.02658803317824871,0.4060733764985395,0.9999999999998794,0.9999999900000001,0.014833463710144955,0.10691912003206544,0.1218999999999853,0.056899999431,0.3005525831731957,35
Park_042,public_park,4944.588825879948,1412,38.66525732893271,39.1761806665603,POINT (39.1761806665603 38.66525732893271),0.0,0.0,<NA>,5.445068155267244,24844.105032866613,9500,0.2,0.03340237588026818,0.3999966492985563,0.9999999999998794,0.9999999900000001,0.018635185503601617,0.10531911776030986,0.1218999999999853,0.056899999431,0.3027543026948968,24
Park_043,public_park,3051.7322855442612,871,38.6614408176524,39.17061637942602,POINT (39.17061637942602 38.6614408176524),9500.0,21.208169202827627,41.069080111067386,5.703828399694697,24639.65981327256,9500,0.2,0.03498972184192982,0.3957232739423011,0.9999999999998794,0.9999999900000001,0.019520765815612646,0.10419393802900788,0.1218999999999853,0.056899999431,0.3025147032756058,27
Park_044,public_park,9398.700255315902,2685,38.66482821507168,39.180719268971025,POINT (39.180719268971025 38.66482821507168),0.0,0.0,<NA>,0.9708863832890618,24611.642614219854,9500,0.2,0.005955832137800616,0.39513765003668544,0.9999999999998794,0.9999999900000001,0.0033227587496789633,0.10403974325465927,0.1218999999999853,0.056899999431,0.2861625014353235,114
Park_045,public_park,2018.1146973582918,576,38.67333895032232,39.17093501752758,POINT (39.17093501752758 38.67333895032232),0.0,0.0,<NA>,3.4064799428644172,25839.629794228505,9500,0.2,0.020896804270499933,0.42080540672606154,0.9999999999998794,0.9999999900000001,0.011658327102511912,0.110798063590972,0.1218999999999853,0.056899999431,0.3012563901244692,31
Park_046,public_park,2223.721165344567,635,38.66555698538214,39.199812672463565,POINT (39.199812672463565 38.66555698538214),0.0,0.0,<NA>,5.6295897115406435,24052.69316748463,9500,0.2,0.03453430999108256,0.38345432089935677,0.9999999999998794,0.9999999900000001,0.01926669154402496,0.10096352269280064,0.1218999999999853,0.056899999431,0.2990302136678109,47
Park_047,public_park,2628.4125030094247,750,38.66554038780054,39.19820173225678,POINT (39.19820173225678 38.66554038780054),0.0,0.0,<NA>,3.0281238203999905,24108.10160116663,9500,0.2,0.01857580606464051,0.3846124846142898,0.9999999999998794,0.9999999900000001,0.010363442203462938,0.1012684671989425,0.1218999999999853,0.056899999431,0.29043190883339076,99
Park_048,public_park,1565.8515851962084,447,38.66516691319387,39.203675172424724,POINT (39.203675172424724 38.66516691319387),0.0,0.0,<NA>,2.3550286949191364,23892.527760475798,9500,0.2,0.014446752810690137,0.3801064954789573,0.9999999999998794,0.9999999900000001,0.008059843393084026,0.10008204025960946,0.1218999999999853,0.056899999431,0.2869418830836788,111
Park_049,public_park,1816.7356349165973,519,38.6698708140741,39.1764273142669,POINT (39.1764273142669 38.6698708140741),0.0,0.0,<NA>,2.7452489854165933,25305.39442814133,9500,0.2,0.016840530895303255,0.40963865872182853,0.9999999999998794,0.9999999900000001,0.009395332186489684,0.10785785884145745,0.1218999999999853,0.056899999431,0.2960531904589324,56
