lat,lon,landuse,area_m2,population_density,population_estimate
38.45606936509217,39.27417214453235,residential,3202.3312932991134,10000,32.02331293299114
38.476552306793124,39.30553856291442,residential,23498.281199571567,10000,234.98281199571568
38.47402236116607,39.29285824700349,residential,26091.659420182354,10000,260.91659420182356
38.46026755487815,39.27564150931896,residential,38654.550816815616,10000,386.5455081681562
38.488710146823706,39.32489875647799,residential,96787.81468817772,10000,967.8781468817772
38.431667687433716,39.31498027771379,residential,12992.19656486272,10000,129.92196564862718
38.45267196216763,39.300120318294816,industrial,123058.69005247207,1000,123.05869005247207
38.45756093542006,39.27513938936498,residential,38721.005258068646,10000,387.21005258068647
38.47615599963892,39.30072336997919,residential,74091.81459270451,10000,740.9181459270451
38.4697537313503,39.297075214440675,residential,28793.02868640163,10000,287.9302868640163
38.83286855186033,39.24478833371875,residential,56656.59837016079,10000,566.5659837016079
38.82574992400228,39.245670820320605,residential,110335.17679238868,10000,1103.3517679238869
38.394843050174664,39.670795381940486,residential,832693.7384536142,10000,8326.93738453614
38.51710315500298,39.09140417928461,residential,76122.92053272488,10000,761.2292053272488
38.40181749764892,39.67090170933627,residential,176264.57941829567,10000,1762.6457941829567
38.44230686037046,38.781500086042996,residential,13633.803235251487,10000,136.33803235251486
38.398541865226214,39.67654379272343,residential,15412.62005626066,10000,154.1262005626066
38.451321521025164,38.639417443678695,residential,27348.14586795109,10000,273.48145867951087
38.55605353362454,39.043117913546396,residential,14396.659873427196,10000,143.96659873427194
38.560589975021124,38.81681463733995,residential,35791.19169126224,10000,357.9119169126224
38.560589975021124,38.81681463733995,residential,35791.19169126224,10000,357.9119169126224
38.55467259134929,39.04645856073816,residential,40640.212077327815,10000,406.40212077327817
38.58768720211784,38.876561429833714,residential,79851.00793058511,10000,798.5100793058511
38.55749506637423,38.846302179537865,residential,26001.69777163847,10000,260.0169777163847
38.53993949816538,39.031267972109525,residential,38077.326986240994,10000,380.77326986240996
38.564852407220044,38.82323414037474,residential,68175.42271000567,10000,681.7542271000568
38.69453536733971,38.95129733638285,residential,43351.09184399486,10000,433.51091843994857
38.77310442763786,38.97820794783037,residential,145442.7869723732,10000,1454.427869723732
38.777548056453504,38.97803731041752,residential,124262.96145021173,10000,1242.6296145021174
38.82633853809902,38.974889081096954,residential,7379.998086804148,10000,73.79998086804149
38.56638706395182,38.943128219357654,residential,81554.07856672883,10000,815.5407856672883
38.45715807091803,38.68637483007348,residential,97582.37291342371,10000,975.823729134237
38.46783051195254,38.758180741213415,residential,15441.897802642483,10000,154.41897802642484
38.45342345697321,38.684776248317576,residential,11630.895841555262,10000,116.30895841555262
38.787921411184094,38.8303839214459,residential,106819.47524162833,10000,1068.1947524162833
38.80255356260354,39.91416372928508,residential,311663.3601416087,10000,3116.6336014160865
38.796395202739866,39.91311076109655,residential,8198.417727910364,10000,81.98417727910363
38.80091133329867,39.859221133820974,residential,23285.73468958961,10000,232.85734689589611
38.728380910841835,39.63406519319448,residential,57998.51261969048,10000,579.9851261969047
38.86101872527368,38.93606522249743,residential,68550.55224545296,10000,685.5055224545296
38.740173265707284,39.70705338677333,residential,41954.68931324776,10000,419.54689313247763
38.81621396441097,38.87110049321624,residential,24467.232666903197,10000,244.67232666903197
38.76227998717631,39.797213591442606,residential,54493.89705703548,10000,544.9389705703549
38.77004892399789,39.81599680667268,residential,27730.76603482927,10000,277.3076603482927
38.80055258230769,39.852191876001434,residential,74358.63818126853,10000,743.5863818126852
38.80055258230769,39.852191876001434,residential,74358.63818126853,10000,743.5863818126852
38.39378957918876,39.675989978765166,residential,44067.69952149309,10000,440.6769952149309
38.39626606552318,39.67877099843671,residential,11463.460818581398,10000,114.63460818581397
38.74481399824834,39.3238758225754,residential,14515.370881404226,10000,145.15370881404226
38.76709347574672,39.34927212444775,residential,16906.243404563244,10000,169.06243404563241
38.74596903548674,39.32183691251172,residential,15283.777879177022,10000,152.83777879177023
38.76783440858268,39.35228420366067,residential,28129.24533026364,10000,281.2924533026364
38.76783440858268,39.35228420366067,residential,28129.24533026364,10000,281.2924533026364
38.62961993255917,39.34104424548883,industrial,587753.8880964828,1000,587.7538880964829
38.58661409643695,39.06747594470581,residential,348945.0058131901,10000,3489.4500581319007
38.48319922671366,39.30426335692778,residential,10968.212556645072,10000,109.68212556645074
38.500169143018894,39.32087612248882,residential,49328.35258250367,10000,493.2835258250367
38.50951637274743,39.5279349865551,residential,68670.34669932269,10000,686.7034669932269
38.51254186226237,39.55192860624759,residential,123034.22934827986,10000,1230.3422934827986
38.52840060495097,39.47202428231122,residential,13116.699746510472,10000,131.16699746510474
38.51945364341407,39.518840282208295,residential,870576.4159766014,10000,8705.764159766015
38.52399680602405,39.50854544316623,residential,40894.676768558136,10000,408.9467676855814
38.52828977803034,39.46964785214844,residential,17916.09166139671,10000,179.1609166139671
38.44042761907749,39.52365354600095,residential,25171.593794214543,10000,251.71593794214544
38.52294833218005,39.50506302230982,residential,72639.30031253421,10000,726.3930031253421
38.481529872965694,39.520016301691115,residential,74637.11401918698,10000,746.3711401918697
38.61943429291131,39.76309050787258,residential,55451.53689386397,10000,554.5153689386398
38.62493442371015,39.742275060706795,residential,44453.952333907975,10000,444.5395233390797
38.62520658610268,39.84193958779563,residential,73560.9406727164,10000,735.609406727164
38.604327060438784,39.819351141218405,residential,88513.70183436736,10000,885.1370183436736
38.631845771526905,39.86185473477117,residential,83881.96480003618,10000,838.8196480003618
38.54716839219044,39.781107066920725,residential,70630.01665126665,10000,706.3001665126665
38.613935156810015,39.83056957635371,residential,114865.8880040757,10000,1148.6588800407571
38.58879820666146,39.78078819822998,residential,15064.717620248855,10000,150.64717620248854
38.657217916037794,39.867386080787874,residential,8082.8641773021845,10000,80.82864177302184
38.55549901156797,39.78782344035022,residential,3186.6118738038294,10000,31.866118738038296
38.60584207317998,39.72948550741902,residential,35425.68821506899,10000,354.2568821506899
38.59314062264286,39.77622494806261,residential,37338.29771685827,10000,373.3829771685827
38.58946457059214,39.786157721463695,residential,9555.54695256673,10000,95.5554695256673
38.58889884379824,39.789640051604316,residential,364912.6344911387,10000,3649.126344911387
38.4453431562371,39.52618121357545,residential,5512.736649910946,10000,55.127366499109456
38.6278792309577,39.84454001851484,residential,35035.74501754117,10000,350.3574501754117
38.60048648735427,39.75030810339463,residential,58832.94719559596,10000,588.3294719559595
38.556474747778296,39.79035349484132,residential,39042.07835990915,10000,390.4207835990915
38.58866349012581,39.78406904961554,residential,24606.258262398867,10000,246.06258262398867
38.43907614531481,39.52890867782846,residential,40409.77514298833,10000,404.0977514298833
38.59171654953863,39.78029921984667,residential,74321.95456462856,10000,743.2195456462855
38.60437522285304,39.814488860923994,residential,78108.50284133964,10000,781.0850284133963
38.462271864763274,39.8623763044695,residential,415136.52103538695,10000,4151.36521035387
38.45979032523674,39.84400473171071,residential,5445.961233994531,10000,54.45961233994531
38.45948970739186,39.86325990440772,residential,15212.35646658192,10000,152.1235646658192
38.503138100816756,39.98612540794967,residential,6880.662354105823,10000,68.80662354105823
38.50295974412016,39.99111905781636,residential,9323.22145700052,10000,93.2322145700052
38.502522402263274,39.98833585007289,residential,11113.4348883485,10000,111.134348883485
38.49990970524825,39.996356638259066,residential,16876.280324190313,10000,168.76280324190313
38.50137634096274,39.99592097461563,residential,11188.232363833074,10000,111.88232363833075
38.49996615487523,39.99480511133447,residential,18571.223882638173,10000,185.7122388263817
38.50453957895475,39.98961442560069,residential,44521.77357683019,10000,445.21773576830196
38.504535958485974,39.986925816527155,residential,23491.8311232133,10000,234.91831123213296
38.69331996172042,39.88698428393971,residential,94542.45920233126,10000,945.4245920233126
38.65412407805208,39.77051359841642,industrial,1125379.8700180894,1000,1125.3798700180896
38.71519029678493,39.67903443678758,residential,127557.90520554772,10000,1275.5790520554772
38.7689273393972,39.987009814599084,residential,369965.1534542144,10000,3699.651534542144
38.73537283558217,39.91978873185373,residential,292274.0947036889,10000,2922.740947036889
38.70475614452,39.59579738496053,residential,34316.38698000178,10000,343.1638698000178
38.772336869334225,39.98367259847536,residential,31974.06551465456,10000,319.7406551465456
38.687661201144834,39.69631068074303,residential,69111.04255125346,10000,691.1104255125346
38.71039792042339,39.615281646637435,residential,51130.681477094855,10000,511.3068147709485
38.70190660239708,39.58418084733579,residential,16789.18037924396,10000,167.89180379243962
39.162705579568566,40.22967703538786,residential,65657.1036290266,10000,656.5710362902661
39.1556333915562,40.240995140877295,residential,6274.414261320966,10000,62.74414261320966
39.155000081634014,40.212724501561475,residential,95712.23637623248,10000,957.1223637623248
39.15227256951414,40.188778270543814,residential,19418.614790870568,10000,194.1861479087057
39.160280742241675,40.16273894218313,residential,12652.358970080046,10000,126.52358970080046
39.150090913779266,40.18585004992259,residential,46448.84209676681,10000,464.4884209676681
39.08972376410341,40.1604276499569,residential,8832.895625625019,10000,88.3289562562502
39.09097285865277,40.15832450574602,residential,4162.593265601639,10000,41.625932656016396
38.99751318190424,40.16488896551838,residential,4241.79176186732,10000,42.4179176186732
38.997850265073296,40.163723396143766,residential,15845.785141939385,10000,158.45785141939385
38.37956595666182,39.58606534660707,residential,8020.279919273002,10000,80.20279919273003
38.41394256543673,39.46855722949038,residential,3278.953349993211,10000,32.78953349993211
38.379802173089956,39.545044544723055,residential,9407.706947821014,10000,94.07706947821013
38.3806454621362,39.58594160187228,residential,8340.723732840112,10000,83.40723732840112
38.38118899587965,39.59397321041371,residential,14545.800892474437,10000,145.45800892474438
38.72732575862799,40.128482209122815,residential,122005.75907097363,10000,1220.0575907097364
38.728644820949796,40.1320620073076,residential,92308.81681320681,10000,923.0881681320681
38.719634582767,40.114411455214714,residential,86204.01022379858,10000,862.0401022379858
38.72836863235437,40.125163824846496,residential,54264.36199610091,10000,542.6436199610091
38.73239378804971,40.11945192720201,residential,38416.85009364576,10000,384.1685009364576
38.73164464944601,40.136323743523384,residential,104635.3003151166,10000,1046.3530031511661
38.72299515419006,40.12056239804606,residential,8336.58115498652,10000,83.36581154986519
38.733747814489895,40.12954187797229,residential,12696.94882115352,10000,126.96948821153522
38.721125403395945,40.11611578848027,residential,10455.311009903677,10000,104.55311009903677
38.7262072690869,40.116153828224064,residential,6097.4197389589945,10000,60.974197389589946
38.725220738461495,40.17767040936747,residential,18123.12869383748,10000,181.23128693837478
38.73132764874145,40.12346416700063,residential,11074.051508350683,10000,110.74051508350684
38.73399850736334,40.13132790580458,residential,18697.336785238887,10000,186.9733678523889
38.72286094645585,40.12375472188128,residential,37437.10116163612,10000,374.3710116163612
38.72241592037365,40.109927597956684,residential,13174.822005899505,10000,131.74822005899506
38.72803843798473,40.122217633560346,residential,10913.177329623497,10000,109.13177329623497
38.73403411793644,40.1208471978996,residential,19406.754186769253,10000,194.06754186769254
38.732910031035786,40.123200598886285,residential,27455.763341837337,10000,274.55763341837337
38.724448060729635,40.12139095594731,residential,12130.774108151174,10000,121.30774108151174
38.72288619842461,40.11411783134931,residential,61345.420928914915,10000,613.4542092891492
38.73136722598044,40.21735876239902,residential,24805.954159378227,10000,248.05954159378228
38.73540361523655,40.12146611729002,residential,26141.98233397972,10000,261.4198233397972
38.72440853846506,40.1756048899348,residential,35296.68639574629,10000,352.9668639574629
38.72769332087043,40.112382368525374,residential,37647.87081092597,10000,376.4787081092597
38.669001091464885,39.06873821129647,residential,119092.62006219948,10000,1190.9262006219947
38.37673763436014,39.30574103679682,residential,84410.58785912643,10000,844.1058785912644
38.53576725959495,39.01379426971223,residential,33221.107480373525,10000,332.21107480373524
38.63390170883144,39.19602279922489,residential,70240.00301116733,10000,702.4000301116732
38.8117635598658,40.03334788753362,residential,68105.4357741257,10000,681.0543577412569
38.9155190931107,40.1800023932069,residential,67519.0503416187,10000,675.190503416187
38.86037729456549,40.11712145963011,residential,216980.19782693745,10000,2169.8019782693746
38.90221029104896,40.13519771965717,residential,1322574.8412521447,10000,13225.748412521447
38.828829729231096,40.051216845378605,residential,18304.163046273974,10000,183.04163046273973
38.810338641017616,40.033683938987934,residential,2890.291875422547,10000,28.90291875422547
38.836031143900236,40.0645108066239,residential,3290.183073624366,10000,32.90183073624366
38.836740514680955,40.064845135909245,residential,14442.227295202392,10000,144.42227295202392
38.9099191747605,40.18441877385119,residential,28563.147996423635,10000,285.6314799642364
38.85669562093198,40.115151120463636,residential,152487.69758350527,10000,1524.8769758350527
38.95025106286653,40.09875292750753,residential,151606.87698801595,10000,1516.0687698801596
38.80325475228165,39.95802774724441,residential,18234.262047542674,10000,182.34262047542674
38.801741561710045,39.957012072488375,residential,11934.1207764113,10000,119.34120776411301
38.824120601951094,39.85730504842219,residential,5955.819461960052,10000,59.55819461960052
38.82499238367934,39.85488899048098,residential,14292.914683446488,10000,142.9291468344649
38.85264407255888,39.81168056363501,residential,67117.04267963623,10000,671.1704267963623
38.79868347215349,39.09426296798515,residential,99365.86601508522,10000,993.6586601508523
38.79721514643094,39.096044967426565,residential,9645.666848016375,10000,96.45666848016376
38.74868085039244,39.04605904820727,residential,19946.121853624354,10000,199.46121853624354
38.79764259220572,39.09902858414753,residential,13682.979390219043,10000,136.82979390219043
38.76915862030845,39.07882272880904,residential,5919.720098922791,10000,59.197200989227916
38.75447287569357,39.0626962653861,residential,77386.72709563785,10000,773.8672709563784
38.77050433315132,39.08001019201234,residential,23914.86598783561,10000,239.14865987835606
38.76882133309784,39.10052420980102,residential,13802.764051576383,10000,138.0276405157638
38.76826428017109,39.077457090203474,residential,24566.159698510914,10000,245.66159698510916
38.79399477143628,39.09767644985349,residential,51315.575427182805,10000,513.1557542718281
39.02920216416116,40.05147850969785,residential,113952.05952439523,10000,1139.5205952439524
39.02763773984053,40.05899383231458,residential,33689.161555785664,10000,336.8916155578566
39.02929630838946,40.0468224888936,residential,71021.74250708628,10000,710.2174250708628
39.15523044232725,40.137981683814836,residential,2866.279902206379,10000,28.66279902206379
39.15474557709031,40.13629024283299,residential,6865.810687351752,10000,68.65810687351751
39.15179609016697,40.13203564641458,residential,5348.3710512516955,10000,53.48371051251695
39.153640039814775,40.13177567293211,residential,3404.6875490923658,10000,34.04687549092366
39.15660239405321,40.13662703989298,residential,7502.8347853487285,10000,75.02834785348729
39.15432653788621,40.15286180196184,residential,17561.72646325746,10000,175.61726463257457
38.5878729974235,39.3757330649385,residential,89006.81344477463,10000,890.0681344477463
38.495150522216726,39.350649058534515,residential,35443.44849781531,10000,354.43448497815314
38.597874169772034,39.31394223887441,residential,116424.28787783958,10000,1164.2428787783958
38.49340883235762,39.34717039458722,residential,121190.44313387126,10000,1211.9044313387126
38.51205355877972,39.40332612497335,residential,147330.6439602669,10000,1473.306439602669
38.52300223101266,39.354068936653675,residential,3870.220412780287,10000,38.70220412780287
38.5225248336093,39.35087762124782,residential,4061.013347387843,10000,40.61013347387843
38.52542601769682,39.34957976812238,residential,4691.210500387069,10000,46.91210500387069
38.64004979632881,39.39635055640287,residential,3229.4044013804264,10000,32.29404401380427
38.52647365403158,39.35260056338012,residential,3875.079382094128,10000,38.750793820941276
38.599430255707574,39.317183351403756,residential,18665.042105403085,10000,186.65042105403083
38.49084137767508,39.34160637987151,residential,11598.521435792049,10000,115.98521435792048
38.49192782614325,39.34201943322013,residential,12966.522999245872,10000,129.6652299924587
38.60240709535339,39.3187635977526,residential,20591.012283722222,10000,205.91012283722222
38.54842604329916,39.383528435253346,residential,54935.60358888288,10000,549.3560358888287
38.53062742916177,39.36466177733999,residential,14183.971000271136,10000,141.83971000271134
38.48905026522876,39.34248249383582,residential,38975.64737224073,10000,389.75647372240735
38.542416906256136,39.369671144848986,residential,36827.621816231345,10000,368.27621816231346
38.495242652313415,39.355518822791645,residential,39542.13404390199,10000,395.4213404390199
38.544067717208456,39.37729885252767,residential,49329.05856767921,10000,493.2905856767921
38.63004668233331,39.36665133858245,residential,54365.847685070614,10000,543.658476850706
38.68358900609985,39.39536990425997,residential,69231.32678292417,10000,692.3132678292417
38.63863719115322,39.375106702369074,residential,84395.210192728,10000,843.9521019272801
38.67917828785132,39.369391454302466,residential,261769.1746353882,10000,2617.6917463538816
38.62738755089093,39.360696295117826,residential,16892.70733339012,10000,168.9270733339012
38.635087962265075,39.37932350378294,residential,24750.96167621547,10000,247.5096167621547
38.4631491248852,39.65370034653161,residential,19728.587479600064,10000,197.28587479600063
38.47539020495213,39.01252930039245,residential,13457.88510456773,10000,134.5788510456773
38.472271806962134,39.08159423778404,residential,7355.372091471646,10000,73.55372091471645
38.475616523500314,39.00459980455498,residential,12772.294454280342,10000,127.72294454280342
38.42292207386218,39.0913972667655,residential,13601.542590078681,10000,136.01542590078682
38.430565577042785,39.07966222793997,residential,31328.139572804845,10000,313.28139572804844
38.42113323846853,39.15114038701863,residential,77597.26433740568,10000,775.9726433740568
38.368737204212934,39.15593921580575,residential,84694.25120926162,10000,846.9425120926162
38.329307969769175,39.19025688373414,residential,5436.648722558296,10000,54.36648722558296
38.390584761411546,39.18622459993194,residential,4765.571073006852,10000,47.65571073006852
38.39026692134308,39.18486956232566,residential,14247.934894261634,10000,142.47934894261635
38.32230267399756,39.15556128142813,residential,16360.227540938631,10000,163.6022754093863
38.31632486818839,39.181797718414316,residential,17707.104712951725,10000,177.07104712951727
38.33509027367525,39.160866031680875,residential,42353.01293162235,10000,423.53012931622345
38.42096622928821,39.41196541892635,residential,34940.0486520509,10000,349.400486520509
38.41336417974322,39.39381281355576,residential,143132.12997752367,10000,1431.3212997752366
38.60434304212875,39.5406514739401,residential,82319.25897693408,10000,823.1925897693409
38.42214354747935,39.40648973398576,residential,62015.4175309561,10000,620.154175309561
38.607905120912044,39.16757061608773,residential,79805.50129464602,10000,798.0550129464602
38.443841451448286,39.310431061112666,residential,6636.865372151842,10000,66.36865372151841
38.42561772682654,39.31829530669368,residential,9156.293566916518,10000,91.56293566916519
38.449077205197966,39.29175824876214,residential,4552.984494968094,10000,45.52984494968094
38.424721418002264,39.320061921373394,residential,2767.517055304472,10000,27.67517055304472
38.56979042688314,39.73550587460056,residential,23512.696537875174,10000,235.12696537875172
38.45468932865387,39.39454924067784,residential,50496.26763336217,10000,504.96267633362174
38.52617613673234,40.07345737199198,residential,18088.411539128225,10000,180.88411539128225
38.528744982268925,40.07438784022313,residential,59637.01075092295,10000,596.3701075092296
38.53531343661352,40.08781062527974,residential,77026.59032270152,10000,770.2659032270152
38.554677840730086,40.146985543213106,residential,152241.9573076656,10000,1522.4195730766562
38.554677840730086,40.146985543213106,residential,152241.9573076656,10000,1522.4195730766562
38.56404350170128,40.13500072863141,residential,196338.03699879418,10000,1963.3803699879418
38.51760845256879,40.046898001023756,residential,8635.971558897243,10000,86.35971558897243
38.51920392048622,40.04283149818716,residential,18341.600700664687,10000,183.41600700664688
38.52275962656804,40.01573369669397,residential,542852.5365883391,10000,5428.525365883392
38.52296379792541,40.047089293819226,residential,16925.150966754285,10000,169.25150966754285
38.51983826331568,40.05059301035711,residential,21944.348585108837,10000,219.44348585108838
38.52745644286433,40.02182858091501,residential,48047.71440168067,10000,480.47714401680673
38.55604425297947,40.13898041834531,residential,57488.852955038994,10000,574.8885295503899
38.535790850161455,40.09127425549285,residential,19154.359804387204,10000,191.54359804387207
38.547932578056724,40.050596057844054,residential,40561.43525218225,10000,405.6143525218225
38.56100591029582,40.03731236722021,residential,91865.4505025675,10000,918.654505025675
38.53994430564957,40.050784526874004,residential,98405.18620597795,10000,984.0518620597795
38.93832123489148,38.717394007291986,residential,32863.61830295926,10000,328.6361830295926
38.96300267007745,38.636088818027865,residential,47684.489051378456,10000,476.8448905137846
38.893844883787715,38.62716369108365,residential,76715.75427554823,10000,767.1575427554823
38.87960884847019,38.7333560415508,residential,47345.76696804626,10000,473.4576696804625
38.967506816992746,38.73641765703449,residential,86383.21871184737,10000,863.8321871184736
38.92980532105527,38.71867990878955,residential,62175.38267034272,10000,621.7538267034272
38.9740459085208,38.69884482602087,residential,57564.12946668168,10000,575.6412946668169
38.92634339431239,38.719417446624306,residential,135940.35145988173,10000,1359.4035145988173
38.95771239920884,38.65711501094153,residential,4398.15955446005,10000,43.981595544600495
38.95565274199188,38.65632226516319,residential,4674.452491734613,10000,46.74452491734613
38.94733070358877,38.68325257660303,residential,26917.06595466631,10000,269.1706595466631
38.9617783031116,38.67826050041918,residential,19195.694530725887,10000,191.95694530725888
38.97473151077781,38.6504566678579,residential,11203.396989109664,10000,112.03396989109663
38.88133058377521,38.64647049282545,residential,15540.4844302549,10000,155.404844302549
38.98580788143721,38.6566986554389,residential,33567.4341976205,10000,335.674341976205
38.933135258216936,38.69023351126772,residential,13323.65131985138,10000,133.23651319851382
38.914425073033655,38.65134113793896,residential,56944.248752703905,10000,569.442487527039
38.94700881581993,38.70443772496744,residential,35239.62545432392,10000,352.3962545432392
38.95015292985709,38.687255712218224,residential,40559.69288001491,10000,405.5969288001491
38.94497623295209,38.66300628682225,residential,33417.78392015054,10000,334.17783920150544
38.925779026223,38.72389446260122,residential,60357.087958854936,10000,603.5708795885494
38.70843742435088,39.88308866698838,residential,112352.55270347444,10000,1123.5255270347445
38.71329405636759,39.85290814027352,industrial,65336.65307178609,1000,65.33665307178609
38.638774303438744,39.258013400233466,industrial,35373.786204418226,1000,35.373786204418224
38.64954236226871,39.22505222682819,residential,105896.40286852518,10000,1058.9640286852518
38.64640138443945,39.26189408546722,industrial,120594.13564680603,1000,120.59413564680604
38.75163397997634,39.41663619124795,residential,47648.95398715231,10000,476.4895398715231
