landuse_type,area_m2,lat,lon,hazard_score,shelter_candidate
landuse:residential,99100.09076854764,39.07200813383022,40.01937745010405,2,True
landuse:residential,19712.983750477608,39.057867098528185,39.87138322721141,2,True
landuse:residential,40667.105367138014,39.03492412475811,39.91639860828117,2,True
landuse:quarry,32169.7961565579,39.02151265323688,39.903825382398644,3,True
landuse:residential,102044.6924326755,38.977212072729785,39.974079327320204,2,True
landuse:residential,115350.3662731091,38.85706750243242,39.908661552973776,2,True
landuse:residential,42540.9319657443,38.997326497107345,40.00657866371785,2,True
landuse:residential,8003.802742809277,39.02702347661291,39.90673072974241,2,True
landuse:residential,230289.30594198572,38.96423233792207,39.99239633974741,2,True
landuse:residential,89747.13037660367,38.993340414234325,39.95979308067014,2,True
landuse:residential,88602.32726121345,39.08807674835972,39.994802725307856,2,True
landuse:residential,204794.432655606,39.082619427197095,39.973318867461444,2,True
landuse:residential,22318.398837253368,38.99188562774042,39.91557704254509,2,True
landuse:residential,63435.58623392832,39.0350689797912,39.945224002890434,2,True
landuse:residential,65001.37462310719,38.97662145873258,39.98499967592601,2,True
landuse:residential,148539.73022868045,39.06045701594387,39.943098632628754,2,True
landuse:residential,179091.9527066521,38.89310683816214,39.93803865764515,2,True
natural:water,191801.29436478255,39.09508295820136,39.98719747827034,3,True
landuse:quarry,75776.15687737131,39.018902981867264,39.915263162010554,3,True
landuse:residential,92867.55423605537,38.965725648723115,40.009856523323364,2,True
landuse:residential,23473.419143965453,39.09338659110239,39.93955087972025,2,True
landuse:residential,11440.701646921045,38.98974662756629,39.968303031181954,2,True
landuse:residential,19415.77867415475,39.07358592066948,39.999107215831714,2,True
landuse:residential,8484.27336642698,39.02575845063634,39.90750214688455,2,True
landuse:residential,28396.599285700006,39.00140466483821,39.930296113668675,2,True
landuse:residential,23175.91026672828,39.01887015219477,39.93008464284761,2,True
landuse:residential,199165.47601826992,38.76682554498944,39.96933636304707,2,True
landuse:residential,333732.48612217396,38.87018302677046,40.01221329525574,2,True
landuse:residential,47863.029796134586,38.82423398175027,39.97120105605353,2,True
landuse:residential,51436.139650559504,38.8726721713583,40.00739646944838,2,True
landuse:residential,134134.3042569605,38.85960773676429,39.95366838575268,2,True
landuse:residential,112696.04114040447,38.88321826771765,39.963074842301744,2,True
landuse:residential,121102.499366112,38.831180098352505,39.97056104087669,2,True
landuse:residential,131428.20989785035,38.80483319311298,39.999360408820124,2,True
landuse:residential,216248.1241136798,38.89656066878693,39.98468451450895,2,True
landuse:residential,166486.85033962104,38.740438342367014,39.91161241845116,2,True
landuse:residential,180505.54875517427,38.87061264379264,39.99350869494408,2,True
landuse:residential,521392.12631738896,38.84039845643799,39.98511501284695,2,True
landuse:residential,8938.810415544913,38.82838723178655,39.969655206466605,2,True
landuse:residential,123734.03947371372,38.898046849921464,39.9950679415905,2,True
landuse:residential,5623.406243716466,38.76715116174051,39.974012669379164,2,True
landuse:residential,160642.0791188639,38.821498682640396,39.99908509535848,2,True
landuse:residential,74969.38298433124,38.86325194939559,39.90025551106008,2,True
landuse:residential,391407.2600910485,38.828948190339936,39.932290216997075,2,True
landuse:residential,375468.47804645315,38.70472671181776,39.25135550276545,2,True
landuse:residential,7254.685785279395,38.7109865393737,39.2645997540015,2,True
amenity:place_of_worship,1169.046471951562,38.70461286670208,39.253022019715594,3,True
amenity:school,799.6628539501808,38.70388082318528,39.252050885362735,3,False
landuse:forest,40765.12317642712,38.70277485815992,39.252292933658744,3,True
amenity:place_of_worship,421.9429300535707,38.70402648828329,39.25154756915669,3,False
amenity:place_of_worship,444.1009973521826,38.70356455608996,39.2498623778381,3,False
amenity:place_of_worship,2192.227618965702,38.7060765002562,39.25522100000445,3,True
landuse:residential,178476.73741634138,38.77448870521582,39.207304818855306,2,True
landuse:residential,277732.79281009565,38.581116992541276,39.33850414954304,2,True
landuse:residential,43917.34111378397,38.58984675829491,39.32370187247715,2,True
amenity:school,1006.8052509873562,38.61204526524276,39.2988033061489,3,True
amenity:place_of_worship,1103.6673524523367,38.60948445189018,39.30273390125491,3,True
landuse:residential,318914.4109496812,38.579237905906766,39.35118478966086,2,True
landuse:residential,318914.4109496812,38.579237905906766,39.35118478966086,2,True
landuse:residential,144523.43972662234,38.586959562750835,39.32656407322586,2,True
landuse:residential,60111.53639024835,38.34688150017773,39.2691055193848,2,True
landuse:residential,47121.50107666153,38.31197920857979,39.204122907440386,2,True
landuse:residential,6386.255432382641,38.35384306079241,39.270658696423155,2,True
landuse:residential,40415.07217894087,38.35584164924529,39.2685303116456,2,True
landuse:residential,2324.643858650457,38.33587930495732,39.251382524104024,2,True
landuse:industrial,603546.7515115519,38.67081011199007,39.24751839523898,3,True
landuse:residential,55915268.15169203,38.67016927933916,39.21008474767346,2,True
amenity:place_of_worship,1128.4761902253927,38.683098550129706,39.269357100004335,3,True
landuse:residential,54414.55071441206,38.39983445806893,39.234750933935054,2,True
landuse:industrial,241713.53524502134,38.46634538498399,39.27421516685578,3,True
landuse:residential,141567.82513337553,38.47590381434932,39.29644865580937,2,True
landuse:residential,108779.79133097162,38.4856340809594,39.315361556611435,2,True
landuse:residential,126561.02050854533,38.48089989383887,39.30828611445726,2,True
landuse:residential,20037.749727249648,38.39986316893036,39.22525622393628,2,True
landuse:residential,14385.167147368316,38.471069115966046,39.294607012809564,2,True
landuse:residential,4012.5911178744686,38.43350877663719,39.315437222337735,2,True
landuse:residential,3202.3312932991134,38.45606936509217,39.27417214453235,2,True
landuse:residential,23498.281199571567,38.476552306793124,39.30553856291442,2,True
landuse:residential,26091.659420182354,38.47402236116607,39.29285824700349,2,True
landuse:residential,38654.550816815616,38.46026755487815,39.27564150931896,2,True
landuse:residential,96787.81468817772,38.488710146823706,39.32489875647799,2,True
landuse:residential,12992.19656486272,38.431667687433716,39.31498027771379,2,True
landuse:industrial,123058.69005247207,38.45267196216763,39.300120318294816,3,True
landuse:residential,38721.005258068646,38.45756093542006,39.27513938936498,2,True
landuse:residential,74091.81459270451,38.47615599963892,39.30072336997919,2,True
landuse:residential,28793.02868640163,38.4697537313503,39.297075214440675,2,True
amenity:place_of_worship,1617.2723725362546,38.44868280018291,39.30918059999782,3,True
landuse:residential,56656.59837016079,38.83286855186033,39.24478833371875,2,True
landuse:residential,110335.17679238868,38.82574992400228,39.245670820320605,2,True
landuse:residential,832693.7384536142,38.394843050174664,39.670795381940486,2,True
landuse:residential,76122.92053272488,38.51710315500298,39.09140417928461,2,True
landuse:railway,50627.56151939823,38.40143423833757,39.668747023715824,3,True
landuse:residential,176264.57941829567,38.40181749764892,39.67090170933627,2,True
landuse:residential,13633.803235251487,38.44230686037046,38.781500086042996,2,True
landuse:residential,15412.62005626066,38.398541865226214,39.67654379272343,2,True
landuse:residential,27348.14586795109,38.451321521025164,38.639417443678695,2,True
amenity:place_of_worship,301.4821178351308,38.64136254374156,39.12183547502708,3,False
amenity:school,1017.4483824856595,38.572991915355814,38.824980096974194,3,True
landuse:residential,14396.659873427196,38.55605353362454,39.043117913546396,2,True
landuse:residential,35791.19169126224,38.560589975021124,38.81681463733995,2,True
landuse:residential,35791.19169126224,38.560589975021124,38.81681463733995,2,True
landuse:residential,40640.212077327815,38.55467259134929,39.04645856073816,2,True
landuse:railway,59554.31905147768,38.54216490311918,39.03585779625124,3,True
landuse:residential,79851.00793058511,38.58768720211784,38.876561429833714,2,True
landuse:residential,26001.69777163847,38.55749506637423,38.846302179537865,2,True
landuse:residential,38077.326986240994,38.53993949816538,39.031267972109525,2,True
landuse:residential,68175.42271000567,38.564852407220044,38.82323414037474,2,True
landuse:residential,43351.09184399486,38.69453536733971,38.95129733638285,2,True
landuse:residential,145442.7869723732,38.77310442763786,38.97820794783037,2,True
landuse:residential,124262.96145021173,38.777548056453504,38.97803731041752,2,True
landuse:residential,7379.998086804148,38.82633853809902,38.974889081096954,2,True
landuse:residential,81554.07856672883,38.56638706395182,38.943128219357654,2,True
landuse:cemetery,48869.559100480365,38.77652814907067,38.976560324645234,4,True
landuse:village_green,35163.46085687523,38.87365234872706,38.96374856567892,3,True
landuse:village_green,35163.46085687523,38.87365234872706,38.96374856567892,3,True
landuse:village_green,35163.46085687523,38.87365234872706,38.96374856567892,3,True
landuse:village_green,35163.46085687523,38.87365234872706,38.96374856567892,3,True
landuse:village_green,35163.46085687523,38.87365234872706,38.96374856567892,3,True
landuse:village_green,35163.46085687523,38.87365234872706,38.96374856567892,3,True
amenity:place_of_worship,361.04469100684855,38.47390960004629,38.841277350001164,3,False
landuse:residential,97582.37291342371,38.45715807091803,38.68637483007348,2,True
landuse:quarry,27252.16283247195,38.456356609789054,38.83499425969527,3,True
landuse:orchard,75983.01668027314,38.44551447565037,38.68923984608093,3,True
landuse:residential,15441.897802642483,38.46783051195254,38.758180741213415,2,True
landuse:basin,169.85530226166722,38.4737949000104,38.84086945000488,3,False
landuse:orchard,181650.67793856337,38.446172501861454,38.691956840512184,3,True
landuse:residential,11630.895841555262,38.45342345697321,38.684776248317576,2,True
amenity:place_of_worship,674.7078594178091,38.782723600079954,39.8771806999981,3,False
amenity:school,815.4872475223497,38.78425090011138,39.87252259999248,3,False
landuse:residential,106819.47524162833,38.787921411184094,38.8303839214459,2,True
landuse:farmland,20500.59583244747,38.80058664428095,39.91678191455456,3,True
landuse:farmland,51357.9383308234,38.80231256286194,39.91710550005296,3,True
landuse:residential,311663.3601416087,38.80255356260354,39.91416372928508,2,True
landuse:quarry,137392.15966434136,38.72142046853996,39.31405384371419,3,True
landuse:residential,8198.417727910364,38.796395202739866,39.91311076109655,2,True
landuse:residential,23285.73468958961,38.80091133329867,39.859221133820974,2,True
landuse:residential,57998.51261969048,38.728380910841835,39.63406519319448,2,True
landuse:residential,68550.55224545296,38.86101872527368,38.93606522249743,2,True
landuse:residential,41954.68931324776,38.740173265707284,39.70705338677333,2,True
landuse:residential,24467.232666903197,38.81621396441097,38.87110049321624,2,True
landuse:residential,54493.89705703548,38.76227998717631,39.797213591442606,2,True
landuse:residential,27730.76603482927,38.77004892399789,39.81599680667268,2,True
landuse:residential,74358.63818126853,38.80055258230769,39.852191876001434,2,True
landuse:residential,74358.63818126853,38.80055258230769,39.852191876001434,2,True
landuse:residential,44067.69952149309,38.39378957918876,39.675989978765166,2,True
landuse:quarry,1031577.9311414114,38.3859677054547,39.66493578717106,3,True
landuse:residential,11463.460818581398,38.39626606552318,39.67877099843671,2,True
landuse:landfill,916125.5250826568,38.38178551300101,39.67233527774255,3,True
landuse:cemetery,9218.113516524183,38.39678629978342,39.67375284960734,4,True
amenity:bus_station,15039.61119236694,38.664626405014765,39.245183429304255,3,True
landuse:railway,195903.61293111727,38.664786277262394,39.22103445713742,3,True
landuse:residential,14515.370881404226,38.74481399824834,39.3238758225754,2,True
landuse:residential,16906.243404563244,38.76709347574672,39.34927212444775,2,True
landuse:residential,15283.777879177022,38.74596903548674,39.32183691251172,2,True
landuse:residential,28129.24533026364,38.76783440858268,39.35228420366067,2,True
landuse:residential,28129.24533026364,38.76783440858268,39.35228420366067,2,True
landuse:industrial,587753.8880964828,38.62961993255917,39.34104424548883,3,True
landuse:residential,348945.0058131901,38.58661409643695,39.06747594470581,2,True
landuse:residential,10968.212556645072,38.48319922671366,39.30426335692778,2,True
landuse:residential,49328.35258250367,38.500169143018894,39.32087612248882,2,True
natural:water,526043.5762095297,38.44009221143643,39.51647500539878,3,True
landuse:residential,68670.34669932269,38.50951637274743,39.5279349865551,2,True
landuse:residential,123034.22934827986,38.51254186226237,39.55192860624759,2,True
landuse:landfill,240058.20216230414,38.651702496726976,39.763961304928515,3,True
landuse:residential,13116.699746510472,38.52840060495097,39.47202428231122,2,True
landuse:residential,870576.4159766014,38.51945364341407,39.518840282208295,2,True
landuse:residential,40894.676768558136,38.52399680602405,39.50854544316623,2,True
landuse:residential,17916.09166139671,38.52828977803034,39.46964785214844,2,True
landuse:residential,25171.593794214543,38.44042761907749,39.52365354600095,2,True
landuse:residential,72639.30031253421,38.52294833218005,39.50506302230982,2,True
landuse:residential,74637.11401918698,38.481529872965694,39.520016301691115,2,True
landuse:residential,55451.53689386397,38.61943429291131,39.76309050787258,2,True
landuse:residential,44453.952333907975,38.62493442371015,39.742275060706795,2,True
landuse:residential,73560.9406727164,38.62520658610268,39.84193958779563,2,True
landuse:military,28921.16121252449,38.5542834835983,39.79170856141273,4,True
landuse:residential,88513.70183436736,38.604327060438784,39.819351141218405,2,True
landuse:residential,83881.96480003618,38.631845771526905,39.86185473477117,2,True
landuse:residential,70630.01665126665,38.54716839219044,39.781107066920725,2,True
landuse:residential,114865.8880040757,38.613935156810015,39.83056957635371,2,True
landuse:landfill,124617.71104859159,38.63135063056619,39.84051149234501,3,True
landuse:residential,15064.717620248855,38.58879820666146,39.78078819822998,2,True
landuse:residential,8082.8641773021845,38.657217916037794,39.867386080787874,2,True
landuse:residential,3186.6118738038294,38.55549901156797,39.78782344035022,2,True
landuse:residential,35425.68821506899,38.60584207317998,39.72948550741902,2,True
landuse:residential,37338.29771685827,38.59314062264286,39.77622494806261,2,True
landuse:residential,9555.54695256673,38.58946457059214,39.786157721463695,2,True
landuse:residential,364912.6344911387,38.58889884379824,39.789640051604316,2,True
landuse:residential,5512.736649910946,38.4453431562371,39.52618121357545,2,True
landuse:residential,35035.74501754117,38.6278792309577,39.84454001851484,2,True
landuse:residential,58832.94719559596,38.60048648735427,39.75030810339463,2,True
landuse:orchard,40469.55516661535,38.45814404605568,39.49349543682988,3,True
landuse:residential,39042.07835990915,38.556474747778296,39.79035349484132,2,True
landuse:residential,24606.258262398867,38.58866349012581,39.78406904961554,2,True
landuse:residential,40409.77514298833,38.43907614531481,39.52890867782846,2,True
landuse:residential,74321.95456462856,38.59171654953863,39.78029921984667,2,True
landuse:residential,78108.50284133964,38.60437522285304,39.814488860923994,2,True
landuse:quarry,38247.379876938896,38.58563379721233,39.7808075763889,3,True
landuse:quarry,26855.892613468164,38.59774748307974,39.7968168810784,3,True
landuse:quarry,38934.3451830641,38.59384548128441,39.79590782810317,3,True
landuse:military,61631.94358740828,38.46805369643559,39.858785873764575,4,True
landuse:residential,415136.52103538695,38.462271864763274,39.8623763044695,2,True
landuse:residential,5445.961233994531,38.45979032523674,39.84400473171071,2,True
landuse:military,65240.70673931393,38.46758185518962,39.86165654821806,4,True
landuse:residential,15212.35646658192,38.45948970739186,39.86325990440772,2,True
landuse:residential,6880.662354105823,38.503138100816756,39.98612540794967,2,True
landuse:residential,9323.22145700052,38.50295974412016,39.99111905781636,2,True
landuse:residential,11113.4348883485,38.502522402263274,39.98833585007289,2,True
landuse:residential,16876.280324190313,38.49990970524825,39.996356638259066,2,True
landuse:residential,11188.232363833074,38.50137634096274,39.99592097461563,2,True
landuse:residential,18571.223882638173,38.49996615487523,39.99480511133447,2,True
landuse:residential,44521.77357683019,38.50453957895475,39.98961442560069,2,True
landuse:residential,23491.8311232133,38.504535958485974,39.986925816527155,2,True
landuse:residential,94542.45920233126,38.69331996172042,39.88698428393971,2,True
landuse:industrial,1125379.8700180894,38.65412407805208,39.77051359841642,3,True
landuse:residential,127557.90520554772,38.71519029678493,39.67903443678758,2,True
landuse:residential,369965.1534542144,38.7689273393972,39.987009814599084,2,True
landuse:residential,292274.0947036889,38.73537283558217,39.91978873185373,2,True
landuse:cemetery,36649.43535930735,38.76898799565795,39.991526284171826,4,True
landuse:residential,34316.38698000178,38.70475614452,39.59579738496053,2,True
landuse:residential,31974.06551465456,38.772336869334225,39.98367259847536,2,True
landuse:residential,69111.04255125346,38.687661201144834,39.69631068074303,2,True
landuse:residential,51130.681477094855,38.71039792042339,39.615281646637435,2,True
landuse:residential,16789.18037924396,38.70190660239708,39.58418084733579,2,True
landuse:basin,26888.099818463084,38.65057109028004,39.7716196012349,3,True
landuse:military,295200.9478132593,39.153015310170126,40.20498294016181,4,True
landuse:residential,65657.1036290266,39.162705579568566,40.22967703538786,2,True
landuse:residential,6274.414261320966,39.1556333915562,40.240995140877295,2,True
landuse:residential,95712.23637623248,39.155000081634014,40.212724501561475,2,True
landuse:residential,19418.614790870568,39.15227256951414,40.188778270543814,2,True
landuse:residential,12652.358970080046,39.160280742241675,40.16273894218313,2,True
landuse:residential,46448.84209676681,39.150090913779266,40.18585004992259,2,True
landuse:residential,8832.895625625019,39.08972376410341,40.1604276499569,2,True
landuse:residential,4162.593265601639,39.09097285865277,40.15832450574602,2,True
landuse:residential,4241.79176186732,38.99751318190424,40.16488896551838,2,True
landuse:residential,15845.785141939385,38.997850265073296,40.163723396143766,2,True
natural:water,137728.62193919762,39.14611189114716,40.2450604514905,3,True
natural:water,115658.84159817357,38.95841388040711,40.181225024638046,3,True
natural:water,2503.526184343165,39.03711089484456,40.15966029733192,3,True
natural:water,10007.243090365748,39.043584336893865,40.15891183992422,3,True
landuse:residential,8020.279919273002,38.37956595666182,39.58606534660707,2,True
landuse:residential,3278.953349993211,38.41394256543673,39.46855722949038,2,True
landuse:residential,9407.706947821014,38.379802173089956,39.545044544723055,2,True
landuse:residential,8340.723732840112,38.3806454621362,39.58594160187228,2,True
landuse:residential,14545.800892474437,38.38118899587965,39.59397321041371,2,True
natural:water,920.3554595970936,38.390474782074186,39.48607057011091,3,False
natural:water,1662.160919810233,38.39078604179315,39.48428361096576,3,True
landuse:military,87773.02292475553,38.73087910879999,40.18918691941406,4,True
landuse:residential,122005.75907097363,38.72732575862799,40.128482209122815,2,True
landuse:residential,92308.81681320681,38.728644820949796,40.1320620073076,2,True
landuse:residential,86204.01022379858,38.719634582767,40.114411455214714,2,True
landuse:residential,54264.36199610091,38.72836863235437,40.125163824846496,2,True
landuse:residential,38416.85009364576,38.73239378804971,40.11945192720201,2,True
landuse:residential,104635.3003151166,38.73164464944601,40.136323743523384,2,True
landuse:residential,8336.58115498652,38.72299515419006,40.12056239804606,2,True
landuse:residential,12696.94882115352,38.733747814489895,40.12954187797229,2,True
landuse:residential,10455.311009903677,38.721125403395945,40.11611578848027,2,True
landuse:residential,6097.4197389589945,38.7262072690869,40.116153828224064,2,True
landuse:residential,18123.12869383748,38.725220738461495,40.17767040936747,2,True
landuse:residential,11074.051508350683,38.73132764874145,40.12346416700063,2,True
landuse:residential,18697.336785238887,38.73399850736334,40.13132790580458,2,True
landuse:residential,37437.10116163612,38.72286094645585,40.12375472188128,2,True
landuse:residential,13174.822005899505,38.72241592037365,40.109927597956684,2,True
landuse:residential,10913.177329623497,38.72803843798473,40.122217633560346,2,True
landuse:residential,19406.754186769253,38.73403411793644,40.1208471978996,2,True
landuse:residential,27455.763341837337,38.732910031035786,40.123200598886285,2,True
landuse:residential,12130.774108151174,38.724448060729635,40.12139095594731,2,True
landuse:residential,61345.420928914915,38.72288619842461,40.11411783134931,2,True
landuse:residential,24805.954159378227,38.73136722598044,40.21735876239902,2,True
landuse:residential,26141.98233397972,38.73540361523655,40.12146611729002,2,True
landuse:residential,35296.68639574629,38.72440853846506,40.1756048899348,2,True
landuse:residential,37647.87081092597,38.72769332087043,40.112382368525374,2,True
military:yes,994.3585761921585,38.73063168441097,40.187175031217116,4,False
landuse:quarry,29158.079046785082,38.38616252727728,39.296169459230924,3,True
landuse:residential,119092.62006219948,38.669001091464885,39.06873821129647,2,True
landuse:residential,84410.58785912643,38.37673763436014,39.30574103679682,2,True
landuse:residential,33221.107480373525,38.53576725959495,39.01379426971223,2,True
landuse:quarry,15002.921637437414,38.392245961334126,39.29878979526266,3,True
landuse:residential,70240.00301116733,38.63390170883144,39.19602279922489,2,True
natural:water,985.3156017319125,38.53803274813215,39.01221158742583,3,False
landuse:residential,68105.4357741257,38.8117635598658,40.03334788753362,2,True
landuse:residential,67519.0503416187,38.9155190931107,40.1800023932069,2,True
landuse:military,44198.21603179612,38.859077235452574,40.117110939035854,4,True
landuse:residential,216980.19782693745,38.86037729456549,40.11712145963011,2,True
landuse:residential,1322574.8412521447,38.90221029104896,40.13519771965717,2,True
landuse:residential,18304.163046273974,38.828829729231096,40.051216845378605,2,True
landuse:residential,2890.291875422547,38.810338641017616,40.033683938987934,2,True
landuse:residential,3290.183073624366,38.836031143900236,40.0645108066239,2,True
landuse:greenfield,15884.845790687847,38.91750226514852,40.0895254624142,3,True
landuse:residential,14442.227295202392,38.836740514680955,40.064845135909245,2,True
landuse:residential,28563.147996423635,38.9099191747605,40.18441877385119,2,True
landuse:residential,152487.69758350527,38.85669562093198,40.115151120463636,2,True
natural:water,5568.489806290377,38.91202811486482,40.16854296153719,3,True
military:yes,186.0427884987879,38.859466050018526,40.11725944999691,4,False
natural:water,4215.486295218366,38.91059096165462,40.16882659001606,3,True
natural:water,2014932.6453687313,38.95779126360836,40.0682849479755,3,True
landuse:residential,151606.87698801595,38.95025106286653,40.09875292750753,2,True
landuse:residential,18234.262047542674,38.80325475228165,39.95802774724441,2,True
landuse:residential,11934.1207764113,38.801741561710045,39.957012072488375,2,True
landuse:residential,5955.819461960052,38.824120601951094,39.85730504842219,2,True
landuse:residential,14292.914683446488,38.82499238367934,39.85488899048098,2,True
landuse:residential,67117.04267963623,38.85264407255888,39.81168056363501,2,True
