landuse,area_m2,population_density,population_estimate,density_level,lat,lon
residential,19418.614790870568,9500,184.47684051327042,yüksek,39.15227256951414,40.188778270543814
residential,12652.358970080046,9500,120.19741021576044,yüksek,39.160280742241675,40.16273894218313
residential,46448.84209676681,9500,441.2639999192847,yüksek,39.150090913779266,40.18585004992259
residential,8832.895625625019,9500,83.91250844343769,yüksek,39.08972376410341,40.1604276499569
residential,4162.593265601639,9500,39.544636023215574,yüksek,39.09097285865277,40.15832450574602
residential,4241.79176186732,9500,40.29702173773954,yüksek,38.99751318190424,40.16488896551838
residential,15845.785141939385,9500,150.53495884842417,yüksek,38.997850265073296,40.163723396143766
residential,8020.279919273002,9500,76.19265923309351,yüksek,38.37956595666182,39.58606534660707
residential,3278.953349993211,9500,31.150056824935504,yüksek,38.41394256543673,39.46855722949038
residential,9407.706947821014,9500,89.37321600429964,yüksek,38.379802173089956,39.545044544723055
residential,8340.723732840112,9500,79.23687546198106,yüksek,38.3806454621362,39.58594160187228
residential,14545.800892474437,9500,138.18510847850717,yüksek,38.38118899587965,39.59397321041371
residential,122005.75907097363,9500,1159.0547111742494,yüksek,38.72732575862799,40.128482209122815
residential,92308.81681320681,9500,876.9337597254647,yüksek,38.728644820949796,40.1320620073076
residential,86204.01022379858,9500,818.9380971260866,yüksek,38.719634582767,40.114411455214714
residential,54264.36199610091,9500,515.5114389629587,yüksek,38.72836863235437,40.125163824846496
residential,38416.85009364576,9500,364.96007588963465,yüksek,38.73239378804971,40.11945192720201
residential,104635.3003151166,9500,994.0353529936077,yüksek,38.73164464944601,40.136323743523384
residential,8336.58115498652,9500,79.19752097237193,yüksek,38.72299515419006,40.12056239804606
residential,12696.94882115352,9500,120.62101380095845,yüksek,38.733747814489895,40.12954187797229
residential,10455.311009903677,9500,99.32545459408493,yüksek,38.721125403395945,40.11611578848027
residential,6097.4197389589945,9500,57.92548752011045,yüksek,38.7262072690869,40.116153828224064
residential,18123.12869383748,9500,172.16972259145606,yüksek,38.725220738461495,40.17767040936747
residential,11074.051508350683,9500,105.20348932933149,yüksek,38.73132764874145,40.12346416700063
residential,18697.336785238887,9500,177.62469945976943,yüksek,38.73399850736334,40.13132790580458
residential,37437.10116163612,9500,355.6524610355431,yüksek,38.72286094645585,40.12375472188128
residential,13174.822005899505,9500,125.1608090560453,yüksek,38.72241592037365,40.109927597956684
residential,10913.177329623497,9500,103.67518463142322,yüksek,38.72803843798473,40.122217633560346
residential,19406.754186769253,9500,184.3641647743079,yüksek,38.73403411793644,40.1208471978996
residential,27455.763341837337,9500,260.8297517474547,yüksek,38.732910031035786,40.123200598886285
residential,12130.774108151174,9500,115.24235402743615,yüksek,38.724448060729635,40.12139095594731
residential,61345.420928914915,9500,582.7814988246917,yüksek,38.72288619842461,40.11411783134931
residential,24805.954159378227,9500,235.65656451409316,yüksek,38.73136722598044,40.21735876239902
residential,26141.98233397972,9500,248.34883217280733,yüksek,38.73540361523655,40.12146611729002
residential,35296.68639574629,9500,335.3185207595898,yüksek,38.72440853846506,40.1756048899348
residential,37647.87081092597,9500,357.6547727037967,yüksek,38.72769332087043,40.112382368525374
residential,119092.62006219948,9500,1131.379890590895,yüksek,38.669001091464885,39.06873821129647
residential,84410.58785912643,9500,801.900584661701,yüksek,38.37673763436014,39.30574103679682
residential,33221.107480373525,9500,315.6005210635485,yüksek,38.53576725959495,39.01379426971223
residential,70240.00301116733,9500,667.2800286060896,yüksek,38.63390170883144,39.19602279922489
residential,68105.4357741257,9500,647.0016398541942,yüksek,38.8117635598658,40.03334788753362
residential,67519.0503416187,9500,641.4309782453777,yüksek,38.9155190931107,40.1800023932069
residential,216980.19782693745,9500,2061.3118793559056,yüksek,38.86037729456549,40.11712145963011
residential,1322574.8412521447,9500,12564.460991895374,yüksek,38.90221029104896,40.13519771965717
residential,18304.163046273974,9500,173.88954893960278,yüksek,38.828829729231096,40.051216845378605
residential,2890.291875422547,9500,27.457772816514197,yüksek,38.810338641017616,40.033683938987934
residential,3290.183073624366,9500,31.256739199431475,yüksek,38.836031143900236,40.0645108066239
residential,14442.227295202392,9500,137.20115930442273,yüksek,38.836740514680955,40.064845135909245
residential,28563.147996423635,9500,271.3499059660245,yüksek,38.9099191747605,40.18441877385119
residential,152487.69758350527,9500,1448.6331270433002,yüksek,38.85669562093198,40.115151120463636
residential,151606.87698801595,9500,1440.2653313861515,yüksek,38.95025106286653,40.09875292750753
residential,18234.262047542674,9500,173.2254894516554,yüksek,38.80325475228165,39.95802774724441
residential,11934.1207764113,9500,113.37414737590736,yüksek,38.801741561710045,39.957012072488375
residential,5955.819461960052,9500,56.58028488862049,yüksek,38.824120601951094,39.85730504842219
residential,14292.914683446488,9500,135.78268949274164,yüksek,38.82499238367934,39.85488899048098
residential,67117.04267963623,9500,637.6119054565442,yüksek,38.85264407255888,39.81168056363501
residential,99365.86601508522,9500,943.9757271433095,yüksek,38.79868347215349,39.09426296798515
residential,9645.666848016375,9500,91.63383505615556,yüksek,38.79721514643094,39.096044967426565
residential,19946.121853624354,9500,189.48815760943137,yüksek,38.74868085039244,39.04605904820727
residential,13682.979390219043,9500,129.98830420708092,yüksek,38.79764259220572,39.09902858414753
residential,5919.720098922791,9500,56.23734093976652,yüksek,38.76915862030845,39.07882272880904
residential,77386.72709563785,9500,735.1739074085596,yüksek,38.75447287569357,39.0626962653861
residential,23914.86598783561,9500,227.19122688443827,yüksek,38.77050433315132,39.08001019201234
residential,13802.764051576383,9500,131.12625848997564,yüksek,38.76882133309784,39.10052420980102
residential,24566.159698510914,9500,233.37851713585368,yüksek,38.76826428017109,39.077457090203474
residential,51315.575427182805,9500,487.49796655823667,yüksek,38.79399477143628,39.09767644985349
residential,113952.05952439523,9500,1082.5445654817545,yüksek,39.02920216416116,40.05147850969785
residential,33689.161555785664,9500,320.0470347799638,yüksek,39.02763773984053,40.05899383231458
residential,71021.74250708628,9500,674.7065538173197,yüksek,39.02929630838946,40.0468224888936
residential,2866.279902206379,9500,27.2296590709606,yüksek,39.15523044232725,40.137981683814836
residential,6865.810687351752,9500,65.22520152984164,yüksek,39.15474557709031,40.13629024283299
residential,5348.3710512516955,9500,50.809524986891105,yüksek,39.15179609016697,40.13203564641458
residential,3404.6875490923658,9500,32.344531716377475,yüksek,39.153640039814775,40.13177567293211
residential,7502.8347853487285,9500,71.27693046081292,yüksek,39.15660239405321,40.13662703989298
residential,17561.72646325746,9500,166.83640140094587,yüksek,39.15432653788621,40.15286180196184
residential,89006.81344477463,9500,845.5647277253589,yüksek,38.5878729974235,39.3757330649385
residential,35443.44849781531,9500,336.7127607292455,yüksek,38.495150522216726,39.350649058534515
residential,116424.28787783958,9500,1106.030734839476,yüksek,38.597874169772034,39.31394223887441
residential,121190.44313387126,9500,1151.309209771777,yüksek,38.49340883235762,39.34717039458722
residential,147330.6439602669,9500,1399.6411176225354,yüksek,38.51205355877972,39.40332612497335
residential,3870.220412780287,9500,36.76709392141273,yüksek,38.52300223101266,39.354068936653675
residential,4061.013347387843,9500,38.57962680018451,yüksek,38.5225248336093,39.35087762124782
residential,4691.210500387069,9500,44.56649975367716,yüksek,38.52542601769682,39.34957976812238
residential,3229.4044013804264,9500,30.67934181311405,yüksek,38.64004979632881,39.39635055640287
residential,3875.079382094128,9500,36.81325412989422,yüksek,38.52647365403158,39.35260056338012
residential,18665.042105403085,9500,177.3179000013293,yüksek,38.599430255707574,39.317183351403756
residential,11598.521435792049,9500,110.18595364002447,yüksek,38.49084137767508,39.34160637987151
residential,12966.522999245872,9500,123.18196849283578,yüksek,38.49192782614325,39.34201943322013
residential,20591.012283722222,9500,195.61461669536112,yüksek,38.60240709535339,39.3187635977526
residential,54935.60358888288,9500,521.8882340943874,yüksek,38.54842604329916,39.383528435253346
residential,14183.971000271136,9500,134.74772450257578,yüksek,38.53062742916177,39.36466177733999
residential,38975.64737224073,9500,370.26865003628694,yüksek,38.48905026522876,39.34248249383582
residential,36827.621816231345,9500,349.86240725419776,yüksek,38.542416906256136,39.369671144848986
residential,39542.13404390199,9500,375.6502734170689,yüksek,38.495242652313415,39.355518822791645
residential,49329.05856767921,9500,468.6260563929525,yüksek,38.544067717208456,39.37729885252767
residential,54365.847685070614,9500,516.4755530081709,yüksek,38.63004668233331,39.36665133858245
residential,69231.32678292417,9500,657.6976044377795,yüksek,38.68358900609985,39.39536990425997
residential,84395.210192728,9500,801.7544968309161,yüksek,38.63863719115322,39.375106702369074
residential,261769.1746353882,9500,2486.807159036188,yüksek,38.67917828785132,39.369391454302466
residential,16892.70733339012,9500,160.48071966720613,yüksek,38.62738755089093,39.360696295117826
residential,24750.96167621547,9500,235.13413592404697,yüksek,38.635087962265075,39.37932350378294
residential,19728.587479600064,9500,187.42158105620064,yüksek,38.4631491248852,39.65370034653161
residential,13457.88510456773,9500,127.84990849339341,yüksek,38.47539020495213,39.01252930039245
residential,7355.372091471646,9500,69.87603486898062,yüksek,38.472271806962134,39.08159423778404
residential,12772.294454280342,9500,121.33679731566325,yüksek,38.475616523500314,39.00459980455498
residential,13601.542590078681,9500,129.21465460574748,yüksek,38.42292207386218,39.0913972667655
residential,31328.139572804845,9500,297.617325941646,yüksek,38.430565577042785,39.07966222793997
residential,77597.26433740568,9500,737.174011205354,yüksek,38.42113323846853,39.15114038701863
residential,84694.25120926162,9500,804.5953864879854,yüksek,38.368737204212934,39.15593921580575
residential,5436.648722558296,9500,51.64816286430381,yüksek,38.329307969769175,39.19025688373414
residential,4765.571073006852,9500,45.272925193565094,yüksek,38.390584761411546,39.18622459993194
residential,14247.934894261634,9500,135.35538149548552,yüksek,38.39026692134308,39.18486956232566
residential,16360.227540938631,9500,155.422161638917,yüksek,38.32230267399756,39.15556128142813
residential,17707.104712951725,9500,168.2174947730414,yüksek,38.31632486818839,39.181797718414316
residential,42353.01293162235,9500,402.3536228504123,yüksek,38.33509027367525,39.160866031680875
residential,34940.0486520509,9500,331.9304621944836,yüksek,38.42096622928821,39.41196541892635
residential,143132.12997752367,9500,1359.7552347864748,yüksek,38.41336417974322,39.39381281355576
residential,82319.25897693408,9500,782.0329602808738,yüksek,38.60434304212875,39.5406514739401
residential,62015.4175309561,9500,589.146466544083,yüksek,38.42214354747935,39.40648973398576
residential,79805.50129464602,9500,758.1522622991372,yüksek,38.607905120912044,39.16757061608773
residential,6636.865372151842,9500,63.050221035442505,yüksek,38.443841451448286,39.310431061112666
residential,9156.293566916518,9500,86.98478888570692,yüksek,38.42561772682654,39.31829530669368
residential,4552.984494968094,9500,43.253352702196885,yüksek,38.449077205197966,39.29175824876214
residential,2767.517055304472,9500,26.291412025392486,yüksek,38.424721418002264,39.320061921373394
residential,23512.696537875174,9500,223.37061710981413,yüksek,38.56979042688314,39.73550587460056
