name,highway,length_m,importance
,residential,102.4935290006498,6
,residential,100.54467756994869,6
,residential,1207.778048622554,6
,tertiary,1779.6617067901138,5
,residential,1767.142950390568,6
,residential,656.4487026447237,6
,tertiary,2130.2070491629324,5
,residential,269.0347030374542,6
,residential,387.21185999643285,6
,tertiary,1681.6378319401688,5
,residential,2564.6393712785543,6
,residential,132.062127587145,6
,residential,216.52530103465645,6
,tertiary,1713.0443044723263,5
,tertiary,2242.943974198242,5
,tertiary,6670.459127650724,5
,tertiary,2630.4847689477797,5
,residential,270.4204273494808,6
,residential,270.4204273494808,6
,residential,385.92193990512084,6
,residential,102.03003054640831,6
,residential,81.16787160896392,6
,residential,735.1333881686974,6
,residential,735.1333881686974,6
,residential,300.3198871794615,6
,residential,291.21267535612554,6
,residential,134.65709662680123,6
,tertiary,2337.1679145883127,5
,residential,213.1305945816624,6
,residential,679.2222447659833,6
,residential,169.91989280628633,6
,residential,482.87812244277643,6
,residential,224.1622473269866,6
,tertiary,4696.120363805479,5
,residential,399.54154018348197,6
,residential,136.26043000589505,6
,residential,166.57270072339722,6
,tertiary,5854.252257421168,5
,tertiary,4227.210440937993,5
,residential,274.7529694580388,6
,residential,562.051405325221,6
,tertiary,2750.6504947294516,5
,tertiary,5491.753648764666,5
,tertiary,4949.590150219709,5
,tertiary,5110.246015440298,5
,tertiary,9455.82747211082,5
,tertiary,24.319501156961444,5
,tertiary,2083.934624483475,5
,tertiary,2583.1667387095763,5
,residential,275.6225674875186,6
,residential,189.41206304256085,6
,residential,253.55289359267957,6
,residential,382.6906131312432,6
,tertiary,7938.751319831024,5
,residential,630.5451237195433,6
,residential,639.6415393507745,6
,tertiary,6941.094962879834,5
,residential,458.96546221588767,6
,residential,676.2448632205621,6
,residential,540.2790281724484,6
,residential,568.5408575303907,6
,residential,801.825510502412,6
,residential,17.890936540392715,6
,tertiary,15.289510011101354,5
,residential,984.2654896213564,6
,residential,841.0527327218285,6
,tertiary,1761.952420071357,5
,residential,93.59652848081569,6
,tertiary,2260.1137941722077,5
,tertiary,3505.0324283145605,5
,residential,2399.1608473759297,6
,tertiary,4212.182264449201,5
,tertiary,357.82239446056093,5
,residential,159.31985742376204,6
,tertiary,4050.5802802667777,5
,tertiary,4878.821952932353,5
Halkalı yolu,tertiary,1379.1565589096863,5
,residential,256.32045999108556,6
,residential,308.56841255082344,6
,tertiary,3361.9835911199852,5
,residential,387.78633085659976,6
,tertiary,38.35999395751035,5
,tertiary,16.55180422142145,5
,residential,457.8196802954395,6
,residential,650.2340045216207,6
,residential,939.4481181821949,6
,residential,573.1737161542962,6
,tertiary,25.457152729106276,5
,residential,998.5062846740902,6
,residential,1016.8272907790285,6
,tertiary,1674.0405431211354,5
,tertiary,2871.577709947839,5
,residential,1385.1243996728315,6
,residential,2269.3048756705557,6
,tertiary,3121.6097933460237,5
,tertiary,2904.4722832366465,5
,tertiary,3148.6589266131255,5
,tertiary,3877.948185690371,5
İncebayır yolu,tertiary,30.77681767703749,5
İncebayır yolu,tertiary,1158.8441235420116,5
İncebayır yolu,tertiary,4710.684352118436,5
,tertiary,3891.6403463885167,5
,tertiary,2935.1324250303583,5
,tertiary,5579.901995244945,5
,tertiary,4794.34453787782,5
,tertiary,4596.711703729942,5
,tertiary,7164.286333701458,5
,tertiary,28.65900465621327,5
,tertiary,18.18577881603207,5
,tertiary,3326.7855981651046,5
,residential,1033.7163961276826,6
,residential,70.97928626720008,6
,tertiary,1407.80149078633,5
,tertiary,1171.4895549695075,5
,residential,1594.0427733102483,6
,tertiary,2317.0505030709687,5
,tertiary,2792.852237417109,5
,tertiary,2570.7494253011655,5
,tertiary,2765.363084283686,5
,tertiary,2745.429033568169,5
,tertiary,1974.7643612866211,5
,tertiary,3029.3986905942525,5
,tertiary,3425.4991469727847,5
,tertiary,3258.334354433735,5
,tertiary,5661.579105422063,5
,tertiary,4199.568367953099,5
,tertiary,25.013338308733957,5
,tertiary,1748.910693003869,5
,tertiary,1627.128324008573,5
,tertiary,1767.856300627289,5
,tertiary,1917.5824577832077,5
,tertiary,2141.961747016659,5
,tertiary,3048.542491445522,5
,tertiary,2312.0598858457765,5
,tertiary,3215.8271556117047,5
,tertiary,2395.8486928183524,5
,tertiary,3245.624819074479,5
,tertiary,520.1815953078768,5
,tertiary,528.2112336827754,5
,tertiary,4619.967361226225,5
,tertiary,5245.544503213125,5
,residential,365.3074810989859,6
,tertiary,4755.190970863035,5
,residential,283.248349995192,6
,residential,1284.531017273028,6
,residential,777.0491205849801,6
,residential,854.9513205999581,6
,residential,729.6210730043596,6
,tertiary,2081.57760341792,5
,residential,20.41668929924625,6
,tertiary,20.752078769545122,5
,residential,1562.1903281910977,6
,tertiary,722.4242082022524,5
,residential,1083.8444445037,6
,tertiary,31.876189941271562,5
,residential,86.63948770207021,6
,tertiary,53.19249612348083,5
,residential,198.33787324888903,6
,tertiary,66.65740225946806,5
,tertiary,71.37492073697501,5
,tertiary,1920.9322310102305,5
,residential,218.9861742219538,6
,residential,105.09712977896757,6
,residential,268.8823177277979,6
,tertiary,4697.735190153718,5
,tertiary,1975.6265329164285,5
,tertiary,7476.599971549376,5
,tertiary,3934.5807882248364,5
,residential,3364.4066696632954,6
,residential,3364.4066696632954,6
,tertiary,2696.622298936867,5
,tertiary,2834.9412222606957,5
,residential,181.60267776297303,6
,residential,231.78523076026755,6
,residential,178.5864319968626,6
,tertiary,3145.4493844360036,5
,tertiary,3135.3799127328193,5
,tertiary,3833.9079179481573,5
,tertiary,3631.4824091892406,5
,tertiary,4751.986022633297,5
,tertiary,5986.79090605792,5
,tertiary,4653.82057159072,5
,tertiary,4653.82057159072,5
,tertiary,3702.699158918062,5
,tertiary,3508.3307387325667,5
,tertiary,15.948050152175682,5
,tertiary,2877.8300976027444,5
Fatih Ahmet Baba Bulvarı,secondary,599.4465908692816,4
Fatih Ahmet Baba Bulvarı,secondary,871.9577085162824,4
Atatürk Bulvarı,primary,1746.245690978601,3
,tertiary,5648.175654013405,5
,tertiary,341.9584273062511,5
,secondary,2904.521802482452,4
,residential,273.54924581475353,6
,residential,747.3627961547188,6
,residential,908.7558987533422,6
,residential,1285.0644634291357,6
,tertiary,2997.6375412504726,5
,residential,352.3623290841884,6
,tertiary,2331.5064081907226,5
,residential,312.89770311405067,6
,tertiary,981.4936394119618,5
,residential,244.58098060628592,6
,tertiary,1969.0847398139545,5
,residential,104.02877194751684,6
,tertiary,2713.0779866752077,5
,residential,210.27855116971432,6
,residential,180.91582641943296,6
,residential,256.0022554203931,6
Malatya-Elazığ yolu,trunk,4369.361505412487,2
,primary,240.63349398710716,3
,primary,269.19921734368256,3
,primary,2289.2931361071437,3
Keban-Arapgir yolu;Malatya-Keban yolu,primary,306.27232450952533,3
Keban-Arapgir yolu;Malatya-Keban yolu,primary,23452.254393645824,3
Keban-Arapgir yolu;Malatya-Keban yolu,primary,23452.254393645824,3
Malatya-Keban yolu,primary,213.13556198511583,3
Malatya-Keban yolu,primary,22669.60641161069,3
Elazığ-Keban yolu,trunk,5134.825767250254,2
Elazığ-Keban yolu,trunk,5162.338374520636,2
Keban Yolu,tertiary,39.749037569869785,5
Timur Demir Kümeevleri,tertiary,57.60857744492424,5
Timur Demir Kümeevleri,tertiary,62.64812112253877,5
Koruluk Caddesi,tertiary,378.59152515893066,5
15. Sokak,residential,166.38280064759854,6
Fevzi Çakmak Caddesi,tertiary,283.89836909084886,5
Yavuz Selim Caddesi,secondary,205.588460317611,4
Yavuz Selim Caddesi,secondary,192.24022086718432,4
Mimar Sinan Kümeevleri,residential,310.4720274312928,6
Elazığ-Keban yolu,trunk,3610.3535759939687,2
,tertiary,4043.629736395887,5
,residential,800.8311167885516,6
Dürümlü Yolu,tertiary,2068.0606460933886,5
,tertiary,2517.539815166433,5
Nimri Köy Sokağı Kümeevleri,residential,161.14644180888826,6
Denizli Kümeevleri,residential,422.47550984288006,6
,tertiary,1914.575082818147,5
,tertiary,6773.2421236628925,5
,tertiary,2624.1406055446646,5
,tertiary,3405.496683597186,5
,residential,245.58193717839208,6
,tertiary,27.88500073735214,5
,tertiary,2166.3231172103096,5
,tertiary,191.62940691749475,5
Aydınlar - Baskil yolu,secondary,2593.3228696492924,4
Aydınlar - Baskil yolu,secondary,7370.51297475561,4
Baskil yolu,secondary,4403.364601936763,4
Baskil yolu,secondary,4283.8116640471735,4
Baskil yolu,secondary,192.28432669696792,4
Baskil yolu,secondary,3118.453426680819,4
Baskil yolu,secondary,3118.453426680819,4
Baskil yolu,secondary,2925.0125985896443,4
,tertiary,2169.6396653719567,5
,tertiary,2179.8538547435164,5
,residential,1199.04861481325,6
,tertiary,2457.599643556839,5
,tertiary,2457.599643556839,5
,residential,716.6374163182867,6
,residential,90.7978639487097,6
,tertiary,1233.6363900491044,5
,residential,114.40765452810774,6
,residential,78.27983639423836,6
,residential,232.0840120966255,6
,residential,353.7747510481821,6
,residential,277.033121254693,6
,residential,526.242425321563,6
,secondary,60.76868118111801,4
,secondary,47.04443746794388,4
,secondary,36.40123519494082,4
,secondary,53.821547860252416,4
,secondary,46.534723064033024,4
,tertiary,2823.6815580856623,5
,residential,430.1977554551149,6
,tertiary,2450.7693734877435,5
,residential,285.53812578778417,6
,residential,58.73704658868823,6
,tertiary,603.8738572087561,5
,tertiary,1393.9657814914958,5
,residential,815.5712995285329,6
,tertiary,3438.7773832450907,5
,tertiary,3475.8505728882387,5
,tertiary,6863.76011027522,5
,tertiary,5654.9667409829435,5
Pertek - Elazığ yolu,secondary,9758.346473209418,4
,tertiary,3142.722548417269,5
,residential,194.8935906155416,6
,tertiary,7115.429966541717,5
,tertiary,7115.429966541717,5
,residential,474.41653035533295,6
,residential,919.3849459573821,6
,residential,297.0618138710954,6
,residential,505.22970976123895,6
,tertiary,3321.864731983397,5
,tertiary,5020.497824230566,5
,tertiary,1425.07458765519,5
,residential,158.0376804617698,6
,trunk,723.0754028048225,2
Mehmet Akif Ersoy Caddesi,primary,1036.3086272614464,3
,residential,469.05174547470045,6
,tertiary,43.96862545418515,5
,tertiary,1395.0799464073873,5
,tertiary,1398.502747281633,5
,tertiary,4347.01578384773,5
,tertiary,4997.870336054499,5
,tertiary,3509.701291793477,5
,tertiary,5639.065444892965,5
,tertiary,5639.065444892965,5
,residential,203.1099097087559,6
,tertiary,5573.058823653461,5
,tertiary,268.6666972316681,5
,residential,166.514393071345,6
,residential,184.6890032203463,6
,residential,1521.296006401734,6
,residential,6294.340176171027,6
,residential,637.1385386157962,6
,residential,21.583559413440526,6
,residential,124.33615755168908,6
,residential,1059.738385389554,6
,residential,1208.2478286847004,6
,tertiary,5697.136561970666,5
,tertiary,6079.720084251103,5
Gözebaşı Köy Sokağı,residential,193.5501051351906,6
,tertiary,10101.551554492664,5
,residential,123.34382342708821,6
,residential,303.2606207919315,6
,tertiary,3424.665914242041,5
,residential,189.64215787548167,6
,tertiary,359.39977891604195,5
,tertiary,6142.044186196805,5
,tertiary,4011.2097983632416,5
Murat Harmanşah Sokak,residential,645.2732243439767,6
,residential,2122.953188122678,6
,tertiary,4628.329082402716,5
,residential,1568.5718457746805,6
,residential,73.42435846217504,6
,tertiary,247.72330027060215,5
,tertiary,1672.4766833842918,5
,residential,282.4713285709213,6
,tertiary,2854.6779099592663,5
,tertiary,3610.709857850452,5
,residential,462.44383119495075,6
,tertiary,5954.750361770899,5
,tertiary,768.5958405898502,5
,tertiary,1335.3994830275699,5
,residential,239.0265796068145,6
,residential,173.33393512222403,6
,tertiary,2954.175172951369,5
,residential,352.68848782707244,6
Dutluca - Ağın yolu,secondary,4200.675544525726,4
Dutluca - Ağın yolu,secondary,6926.828544221339,4
,residential,1039.939932139244,6
,residential,306.07831376182355,6
,tertiary,3878.916130165155,5
,residential,233.0012380489007,6
,residential,431.08533354183936,6
,residential,823.551159010377,6
,tertiary,2362.956919579997,5
,tertiary,3005.1213342131837,5
,tertiary,3236.5764177072874,5
,tertiary,4101.003934256247,5
,tertiary,2553.9765085484637,5
,tertiary,3376.601197550504,5
,tertiary,3835.6135445974387,5
,residential,235.91695534446973,6
,tertiary,436.8523396348206,5
,tertiary,5327.579501520696,5
,tertiary,3690.0482051799763,5
,tertiary,4495.290051769151,5
,tertiary,6118.897994799083,5
,tertiary,4045.110902604002,5
,residential,310.9282467484497,6
,residential,310.5521819703809,6
,residential,622.2797830264545,6
,residential,544.46138930828,6
,tertiary,2384.3479698374026,5
,tertiary,54.351882432072664,5
,tertiary,1112.709704586783,5
,residential,670.3673677657406,6
,residential,573.9660259336873,6
,tertiary,12064.694741590798,5
,tertiary,12064.694741590798,5
,tertiary,1564.8681206620047,5
,tertiary,1105.7878935159981,5
,residential,1149.21275787047,6
,tertiary,75.78021192076989,5
,tertiary,1611.9612392370318,5
,tertiary,2578.965221466509,5
,tertiary,1556.340231495449,5
,tertiary,2323.80468428617,5
Aydınlar - Baskil yolu,secondary,1962.233226495078,4
,residential,309.7995330370451,6
,residential,118.12206882631139,6
,residential,164.08403155546154,6
,tertiary,3815.913097471354,5
,tertiary,2294.962243640059,5
,residential,285.8055228070191,6
Aydınlar - Baskil yolu,secondary,2888.508804655688,4
Aydınlar - Baskil yolu,secondary,3876.254944425386,4
,tertiary,5450.03593117091,5
,residential,255.8320053193391,6
Aydınlar - Baskil yolu,secondary,4874.864741608978,4
Aydınlar - Baskil yolu,secondary,8161.91145516728,4
,residential,515.782235083921,6
,tertiary,1299.3212937748885,5
,residential,725.0368774259028,6
,tertiary,566.0833392262662,5
,tertiary,31.86367779920691,5
,tertiary,9609.26255017511,5
,tertiary,3200.5137623232404,5
,tertiary,3200.5137623232404,5
,tertiary,1381.0097904167114,5
,tertiary,6633.724511707179,5
,residential,382.39152374567254,6
,residential,148.66974455969785,6
,tertiary,1557.2539712135479,5
,residential,382.96326361281274,6
,tertiary,402.28593647955813,5
,tertiary,4428.4349447014865,5
,residential,285.55140108524364,6
,tertiary,3745.5060255272642,5
,tertiary,4940.664050512452,5
,residential,356.13393822606776,6
,residential,435.09369218059715,6
,tertiary,5251.383020127405,5
,residential,901.7563317912523,6
,residential,246.3101204265828,6
,residential,417.0196386286171,6
,tertiary,38.86705872009322,5
,tertiary,69.82875755879101,5
,tertiary,39.49741947942847,5
,residential,393.45566293592464,6
,residential,587.6217533159731,6
,tertiary,1267.7209862791124,5
,tertiary,960.4871159534428,5
,tertiary,1954.501374692984,5
,residential,96.32214586765377,6
,tertiary,2071.727131360868,5
,tertiary,1118.5186737117947,5
,tertiary,1761.8169021681304,5
,tertiary,2547.4648717834384,5
,tertiary,4073.2525680198164,5
,tertiary,9597.129688178766,5
,tertiary,3104.935815438563,5
,tertiary,3424.2564950584656,5
,residential,192.94459274079617,6
,tertiary,5075.010540276879,5
,tertiary,4064.407726940302,5
,tertiary,3685.490536783976,5
,residential,176.57261571176235,6
,residential,200.29578935732806,6
,residential,377.5849392379204,6
,tertiary,3646.3944855830478,5
,tertiary,3898.767801790231,5
,tertiary,3467.358191179149,5
,tertiary,6572.158946372368,5
,residential,311.7913173945416,6
,tertiary,4293.727111703952,5
,tertiary,4293.727111703952,5
,tertiary,6443.471742137912,5
,tertiary,4991.283600815327,5
,residential,273.3562634578166,6
,residential,480.25503617355537,6
,tertiary,7462.023511032389,5
,tertiary,7462.023511032389,5
,residential,401.2726564241428,6
,residential,324.9821770387848,6
,tertiary,3950.2421943418663,5
,tertiary,3950.2421943418663,5
,residential,377.54728644958055,6
,residential,601.7503810457615,6
,residential,509.79143621130066,6
,tertiary,10800.747957397527,5
,residential,888.0623670173987,6
,residential,862.3122423729787,6
,residential,89.88426784247862,6
,tertiary,40.49566565805022,5
,residential,1050.6816399364184,6
,tertiary,1596.2156305574927,5
,tertiary,1680.9684956560354,5
,residential,148.49146200929164,6
,residential,263.25160767480827,6
,residential,250.7375093476984,6
,tertiary,5434.800603445272,5
,tertiary,2607.8541481556235,5
,tertiary,2607.8541481556235,5
,tertiary,7590.955369247731,5
,tertiary,3270.7569742022097,5
,tertiary,2719.142851721633,5
,tertiary,3511.6291919370847,5
,tertiary,2801.159243376097,5
Hazar yolu,secondary,2493.1270464862205,4
Hazar yolu,secondary,3992.5257509803637,4
,residential,786.4386275123394,6
,tertiary,33.31227176622245,5
,tertiary,2349.535279585391,5
,tertiary,1348.0904153787872,5
,tertiary,161.34800310675513,5
,tertiary,1966.8752330846698,5
,residential,1348.509799486604,6
,tertiary,3073.8018516686166,5
,tertiary,3366.1150832284166,5
,secondary,20.289340073437543,4
,residential,349.0014858828201,6
,tertiary,1006.2618483854507,5
,tertiary,3353.323314887228,5
,residential,298.4943665076164,6
,tertiary,9473.904504872706,5
,tertiary,5935.945707895939,5
,tertiary,5974.196421156992,5
,tertiary,5974.196421156992,5
,tertiary,827.6037722499692,5
,tertiary,4555.321992957346,5
,tertiary,37.19446818608177,5
,tertiary,1201.658501224842,5
,tertiary,8523.616790066346,5
,tertiary,6627.806210751191,5
,tertiary,13.55085666926361,5
,tertiary,399.7884616898275,5
,residential,479.113909646408,6
,residential,231.1994928708959,6
,residential,112.40722915235406,6
,residential,256.75360031938015,6
,residential,97.54046688417736,6
,residential,96.80816883604142,6
,residential,58.335652439496435,6
,tertiary,9976.714746866443,5
,residential,221.26263737065182,6
,residential,273.6401132846853,6
,residential,230.42348862807123,6
,tertiary,2187.432377846248,5
,tertiary,123.69502188631714,5
,tertiary,12.207027385570706,5
,tertiary,14.022663842041451,5
,residential,694.665900341827,6
,residential,811.8886738401455,6
,residential,96.32532070354115,6
,residential,14.036862893912124,6
,residential,278.2485661668037,6
,residential,94.87673722666322,6
,residential,40.49246340701561,6
,residential,261.62673010077435,6
,residential,68.8983544161731,6
,residential,131.3469256447747,6
,residential,995.6218606640795,6
,residential,110.80631411917985,6
,tertiary,7257.510537639493,5
,residential,474.93115475709345,6
,tertiary,7166.519378558152,5
,residential,411.61700314057697,6
,tertiary,4827.272903068571,5
,tertiary,2093.819423894291,5
,tertiary,4418.36472455767,5
,tertiary,1006.7620890687698,5
,tertiary,2738.114135134695,5
,residential,101.50783405040139,6
,residential,114.21554435712292,6
,residential,208.32033767095356,6
,residential,203.21343475432457,6
,residential,568.6493523994874,6
,tertiary,4622.263303538569,5
,tertiary,4167.704681597951,5
,residential,1106.6856424257,6
,residential,53.47102989864467,6
,residential,97.65461655777902,6
,residential,306.5932361779276,6
,residential,88.19967254792873,6
,residential,81.10908997009926,6
,residential,199.5237220268017,6
,residential,172.19445971235325,6
,residential,539.4838743819638,6
,residential,113.65813490316273,6
,residential,98.80193184720063,6
,residential,112.44509603993409,6
,tertiary,601.8785425247502,5
,residential,89.19082484051056,6
,residential,150.96992623755537,6
,residential,69.51295634154894,6
,tertiary,595.6108045793229,5
,residential,320.449043934754,6
,residential,224.17175205657566,6
,residential,1043.3110485546179,6
,residential,288.9900501636056,6
,residential,815.92490040272,6
,residential,282.2552123779734,6
,residential,91.15463218314763,6
,residential,136.70124507562554,6
,residential,391.6804171510451,6
,tertiary,5893.000366563977,5
,tertiary,38.17072814915723,5
,tertiary,42.97645709841302,5
,residential,279.06640179220847,6
,residential,1353.9521546768192,6
,residential,931.3040705622152,6
,residential,29.54457807240404,6
,residential,245.57441399817503,6
,residential,189.21676518965626,6
,residential,590.6863581733733,6
,residential,161.25988948241925,6
,residential,26.972052451931113,6
,tertiary,332.50350645854314,5
,tertiary,1431.5502774061233,5
,residential,54.591140119156606,6
,residential,288.0808072831369,6
,tertiary,1084.0551085217573,5
,tertiary,44.318616039571786,5
,tertiary,7930.496174076454,5
,tertiary,4708.936866873093,5
,tertiary,24.00027790706588,5
,tertiary,20.442653764910396,5
,tertiary,1342.2686848546944,5
,tertiary,28.50418274376993,5
,residential,73.61994658084915,6
,residential,417.2118497134362,6
,residential,214.06341245833343,6
,residential,471.6518324213999,6
,tertiary,12702.653886366295,5
,tertiary,17.49682431524176,5
,tertiary,6843.840470338708,5
,tertiary,442.02547358397015,5
,residential,364.7304651114856,6
,tertiary,8317.610246721375,5
,tertiary,1183.0421197410615,5
,tertiary,532.0102844953209,5
,tertiary,1235.4784892328325,5
,tertiary,1398.0073966209475,5
,tertiary,466.42497486636046,5
,residential,501.86344684350354,6
,tertiary,601.1558081642169,5
,tertiary,5394.312450183305,5
,tertiary,2913.498208409849,5
,tertiary,421.1817594172041,5
,tertiary,490.9402974758659,5
,tertiary,1944.5941221939636,5
,tertiary,1836.0110251535632,5
,tertiary,515.9928362085697,5
,tertiary,531.7713276338432,5
,residential,775.8971525569004,6
,tertiary,10430.769817149345,5
,tertiary,396.2870387710278,5
,residential,189.87503897854762,6
,residential,306.2477364429647,6
,tertiary,2981.763579248417,5
,residential,543.9920034525976,6
,residential,109.598943064691,6
,residential,324.1036725656347,6
,residential,139.80705088216715,6
,residential,175.23969409170826,6
,residential,168.2959902215236,6
,residential,135.22347893261215,6
,residential,333.739375789164,6
,residential,1732.8399374472403,6
,residential,148.06507852978197,6
,residential,270.3741892125209,6
,residential,1074.8850769552528,6
,residential,1472.2759741223733,6
,residential,90.02490318491817,6
,tertiary,4496.799924477024,5
,residential,27.80828835016047,6
,residential,267.62770809445084,6
,residential,454.0504052166218,6
,residential,61.61828187356576,6
,residential,54.71738908145175,6
,residential,58.04244841500778,6
,residential,142.57856722308745,6
,residential,96.35726313773804,6
,residential,32.03625571259108,6
,residential,361.6277090946055,6
,residential,251.5170836053763,6
,residential,402.57310873493077,6
,residential,65.16977786377248,6
,residential,557.0118385743522,6
,residential,333.3452946410299,6
,residential,15.46108864863815,6
,residential,24.38221073775992,6
,residential,432.01880044055775,6
,residential,205.2357023854423,6
,residential,19.077081749448524,6
,residential,158.26942043840904,6
,residential,181.85078911709414,6
,residential,359.699402701544,6
,residential,17.962244830559037,6
,residential,50.5559893436879,6
,residential,1348.420257988192,6
,residential,81.84827917483392,6
,residential,141.20894594542972,6
,residential,55.2648710604243,6
,residential,34.58094404270067,6
,residential,30.703721310914485,6
,residential,90.29326572252596,6
,tertiary,2256.1736248620196,5
,tertiary,22.34679634532521,5
,tertiary,3222.264365527096,5
,tertiary,1238.3222962988634,5
,tertiary,268.02958211276126,5
,tertiary,478.6491554963545,5
,tertiary,9.290086919828484,5
,tertiary,1180.8855592391471,5
,tertiary,7.933251766165573,5
,tertiary,3225.6359202205163,5
,tertiary,223.19474041576424,5
,residential,247.10090543417752,6
,residential,209.39517719305712,6
,residential,609.0742541201157,6
,residential,200.36357186370188,6
,residential,217.83172236239974,6
,residential,164.6396221433711,6
,residential,415.08349083439936,6
,residential,132.57436230309446,6
,residential,53.33849164825999,6
,residential,406.5143846360603,6
,residential,191.99783327765712,6
,residential,309.6978239046548,6
,residential,212.08134679844494,6
,residential,276.162118782349,6
,residential,208.54657136683156,6
,residential,137.26616372454933,6
,residential,130.05379028676464,6
,residential,162.5968130155533,6
,residential,292.8246233176966,6
,tertiary,4222.339405354369,5
,tertiary,3053.048611761304,5
,tertiary,2018.0934935786806,5
,tertiary,2907.3150518044113,5
Elazığ-Keban yolu,trunk,12254.110149637121,2
,residential,262.25186486342494,6
,tertiary,600.2689054530942,5
,tertiary,4368.628442766283,5
,residential,402.74841272436294,6
,tertiary,5414.3823771390225,5
,residential,552.2370941656199,6
,tertiary,743.1608262789459,5
,residential,386.2956076199663,6
,residential,767.1213033463488,6
,residential,3057.476436371274,6
,tertiary,6477.930388973271,5
,tertiary,22.398503805549705,5
,tertiary,992.1318355019796,5
,residential,938.9493589709299,6
,residential,3168.643771459798,6
,tertiary,8444.188855108861,5
,tertiary,1324.3713285770389,5
,tertiary,2824.0995011218833,5
,tertiary,5863.782511633519,5
,residential,200.17130087952322,6
,residential,268.1606402386583,6
,tertiary,1836.3280017415775,5
,tertiary,7581.528532543278,5
,tertiary,1616.9199486051655,5
,residential,1477.6251799033378,6
,residential,110.22524246109984,6
,residential,237.6525825737986,6
,residential,253.09533999941652,6
,tertiary,2848.703554653656,5
,tertiary,493.6582354427739,5
,tertiary,444.3689250770002,5
,residential,210.5714344044795,6
,tertiary,567.8655510167812,5
,residential,160.3062473436973,6
,residential,115.00449056108782,6
,tertiary,859.7842892187571,5
,tertiary,159.20027018579543,5
,tertiary,3548.2107077968253,5
,tertiary,12.900465875859972,5
,tertiary,430.04822507778283,5
,residential,455.7211423877208,6
,residential,539.7364499682736,6
,residential,267.3812074650178,6
,tertiary,3871.833338912812,5
,residential,843.3447805717445,6
,residential,284.6547437007785,6
,residential,132.94086333718752,6
,residential,949.2685809771029,6
,residential,16.977428417278556,6
,tertiary,633.0034799747178,5
,residential,129.7014992324897,6
,tertiary,458.7985771758767,5
,residential,342.5261417797798,6
,residential,239.79455582370406,6
,residential,42.32010098549698,6
,tertiary,617.2543625845707,5
,residential,409.57158542741354,6
,residential,115.96021065969971,6
,tertiary,3941.036431702828,5
,tertiary,2553.282803853876,5
,residential,256.1986127287983,6
,residential,1176.5208292490436,6
,tertiary,288.74474073886125,5
,tertiary,535.292121842948,5
,tertiary,4670.066566214175,5
,residential,255.66868787070965,6
,residential,286.52972131676347,6
,residential,183.72581203092662,6
,residential,127.93405136977188,6
,residential,132.74675358874666,6
,residential,44.06956102511085,6
,residential,104.57023969931774,6
,residential,1468.4197301287081,6
,residential,180.83941475066425,6
,residential,477.4880050910242,6
,residential,115.86328423075,6
,residential,174.33474858442926,6
,tertiary,4844.437036045028,5
,tertiary,4294.319914882426,5
,residential,638.4663623334187,6
,tertiary,674.4514196743969,5
,residential,153.26163180335175,6
,residential,1065.800742895175,6
,residential,142.50735816083434,6
,residential,167.67166508820915,6
,residential,395.64798516631834,6
,tertiary,5661.629212998953,5
,tertiary,10.403129898337346,5
,tertiary,1926.8194968228822,5
,tertiary,1447.85067719644,5
,tertiary,1447.85067719644,5
,residential,286.3977659378606,6
,tertiary,7165.380993199865,5
,tertiary,321.3377784746124,5
,tertiary,2409.2600698356573,5
,tertiary,2409.2600698356573,5
,tertiary,4578.773978887229,5
,tertiary,947.2253358042747,5
,tertiary,3307.8255705426604,5
,tertiary,4939.623867572067,5
,tertiary,12177.554404452507,5
,tertiary,12177.554404452507,5
,tertiary,2647.9159733690226,5
,residential,237.3220670032706,6
,tertiary,7621.289998549593,5
,tertiary,1908.4455484786388,5
,tertiary,24.95964428077386,5
,residential,1098.5330715523803,6
,residential,1579.9810838291364,6
,residential,116.33692042004037,6
,residential,440.14728883341735,6
,residential,567.9771333554742,6
,residential,271.552695682573,6
,tertiary,635.3899028039215,5
,residential,103.57895889035704,6
,tertiary,1374.6728820061578,5
,residential,408.93921526286243,6
Malatya-Elazığ Yolu,trunk,8809.91156512325,2
Malatya-Elazığ yolu,primary,3371.710745369277,3
Malatya-Elazığ yolu,trunk,5611.526086690583,2
,residential,451.9382420497854,6
,residential,463.7247901286279,6
,tertiary,1580.8881923671997,5
,residential,191.94371871035193,6
Baskil yolu,secondary,8761.73132793048,4
,residential,70.0890261111185,6
,tertiary,462.52590470900316,5
,tertiary,12.792375730661869,5
,residential,307.42592488426067,6
,residential,113.6304946685359,6
,tertiary,2194.3960204638115,5
,residential,210.65520086854283,6
,residential,185.5579542601035,6
,residential,405.16730531505596,6
,residential,14.787123766675869,6
,residential,258.3614366116092,6
,residential,281.89108813250374,6
,residential,147.57054266717324,6
,residential,33.97007140941628,6
,residential,70.25659395818032,6
,residential,68.0335626952236,6
,tertiary,874.74300537528,5
,residential,190.51123441324424,6
,residential,343.72593463615044,6
,residential,850.3880537477688,6
,residential,381.115631684943,6
,residential,33.70012855468959,6
,residential,160.79125550532387,6
,residential,114.85531624581913,6
,residential,44.6327242047244,6
,residential,134.38195216222948,6
,residential,54.67371154628587,6
,residential,44.766368167011876,6
,residential,263.80409252545707,6
,residential,115.246504049275,6
,residential,130.84768495480137,6
,residential,79.06803024620163,6
