name,highway,length_m,importance
,residential,514.2830841135973,6
,residential,574.9005952825391,6
,residential,421.7906295133193,6
Arka Sokak,residential,391.4247058223078,6
,residential,453.59675618533936,6
,residential,467.79028829035866,6
,residential,615.608955504107,6
,residential,502.2865387401399,6
,residential,497.77847802764717,6
,residential,413.30510799503435,6
,residential,354.8268027013518,6
,residential,89.25405611004557,6
,residential,129.4612393267073,6
,residential,33.46602517519631,6
,residential,26.515716120060013,6
,residential,93.82484624685833,6
,residential,119.48280089689285,6
,residential,218.10656411243536,6
,residential,257.75016460908085,6
,residential,320.4086947681003,6
,residential,782.0006316970158,6
,residential,133.4337090172064,6
,residential,22.796594195035347,6
,residential,114.36163203396508,6
,residential,138.41699382234066,6
,residential,199.1454705431019,6
,residential,101.65539507515592,6
,residential,10.594811806236821,6
,residential,29.543377518302982,6
,residential,73.61067697480969,6
,residential,650.8350105575175,6
,residential,376.85736662679756,6
,residential,79.0300463654187,6
,residential,71.7242194286571,6
,residential,60.299682110606796,6
,residential,128.83977344522145,6
,residential,43.337653429765695,6
,residential,86.39676820535543,6
,residential,253.91275538734743,6
,residential,102.48398855099506,6
,residential,267.9378571125678,6
,residential,54.73950583677312,6
,residential,280.9644540091047,6
,residential,188.0502869027974,6
,residential,333.4224474564922,6
,residential,157.55052804492001,6
,residential,434.0583464578032,6
,residential,151.74952113981072,6
,residential,1160.8362886754621,6
,residential,458.2790676217859,6
,residential,705.3878033212378,6
,residential,325.70653205671715,6
,residential,451.61305066316436,6
,residential,175.65407212619036,6
,residential,66.57731274036354,6
,residential,162.5322324566075,6
,residential,86.40514727516344,6
,residential,76.20060128911621,6
,residential,148.42851457824253,6
,residential,126.93758918756367,6
,residential,186.52697444038662,6
,residential,250.44262015435243,6
,residential,240.92161071352643,6
,residential,32.852508112481324,6
,residential,153.18747180445118,6
,residential,312.98990421363,6
,residential,314.2230767806943,6
,residential,247.11233777247162,6
,residential,201.88611965563646,6
,residential,777.8419205299035,6
,residential,435.5743893433093,6
,residential,725.9544401451329,6
Şehit İdris Doğan Caddesi,secondary,825.341137073189,4
,residential,102.56413679691191,6
,residential,270.45525509032746,6
,residential,106.29300618871083,6
,residential,186.31685109003226,6
,residential,108.97291987382619,6
,residential,151.90618643280027,6
,residential,197.27662313009486,6
,residential,78.47700621826033,6
,residential,208.75566502993556,6
,residential,126.52667317123414,6
,residential,392.60942238222674,6
,residential,209.3220628403143,6
,residential,208.32413393617867,6
,residential,189.06811739281775,6
,residential,169.6133424549083,6
,residential,160.83221599643855,6
,residential,258.0216842850717,6
,residential,149.79694332034236,6
,residential,87.29018025882127,6
,residential,344.76611758506397,6
,residential,431.10504543276863,6
,residential,161.8814477782907,6
,residential,316.29330425938673,6
,residential,221.11511380615508,6
,residential,547.739535926393,6
Şehit İdris Doğan Caddesi,secondary,840.5560895476823,4
,residential,294.7433774017249,6
,residential,379.8500435922084,6
,residential,205.36793183575855,6
,residential,222.3150871567034,6
,residential,298.45948854444936,6
,residential,842.0073759396485,6
,tertiary,580.2312023737392,5
,residential,472.27353808792117,6
,residential,845.1490393954621,6
,residential,372.4781557671925,6
Gürsel Sokak,residential,628.1958388465918,6
,residential,773.8424800434458,6
,residential,305.66688816210973,6
,residential,80.23468111558874,6
,residential,79.46910893881538,6
,residential,111.02158233679282,6
,residential,99.96784020785894,6
,residential,101.99405931078002,6
,residential,166.9134216173928,6
,residential,97.31847868989242,6
,residential,115.60609152066858,6
,residential,122.38341500857825,6
,residential,114.34842051445939,6
,residential,118.33330209557352,6
,residential,214.78176402038196,6
,residential,154.00808371017501,6
,residential,565.9676821262617,6
,residential,133.84450447373695,6
,residential,195.7904617682965,6
,residential,122.50065604512393,6
,residential,246.0229057992251,6
,residential,438.33466713029827,6
,residential,488.5818280199729,6
Ormanyolu Sokak,residential,183.75367237755756,6
21. Sokak,residential,736.5422573647971,6
,residential,467.28453357794564,6
,residential,462.53225254602603,6
,residential,533.1959247241185,6
,residential,165.12322767402566,6
Şair Niyazi Yıldırım Caddesi,tertiary,539.4277448418438,5
,residential,592.7697493853063,6
,residential,79.59799252202978,6
,tertiary,539.9338496364246,5
,residential,243.81720398413404,6
,residential,75.9775513599655,6
,residential,193.50380811810356,6
,residential,917.2171574354431,6
,residential,749.3706768609803,6
,residential,69.9272157346833,6
,residential,117.41716024511261,6
,residential,197.43051921309797,6
,residential,156.33174101679606,6
,tertiary,92.24880009230118,5
,tertiary,33.8202138953176,5
,residential,522.0575664263575,6
,residential,257.81187284792367,6
,residential,145.96575597412757,6
,residential,175.23044029901715,6
,residential,228.80993660651492,6
,residential,220.00634228074574,6
,residential,195.10847737674868,6
,residential,363.04137473871765,6
,tertiary,104.78853546397553,5
,residential,201.1000333420548,6
,residential,368.9129259580518,6
,residential,538.0421905473867,6
,residential,314.0032834114282,6
,residential,604.6936337533739,6
,residential,268.62463181733915,6
,residential,355.2006984305821,6
,residential,722.6606205990295,6
,residential,345.21744523632054,6
,residential,652.9693420930613,6
,residential,271.61449973174183,6
,tertiary,598.8031793549177,5
,residential,351.2388531375293,6
,residential,392.0637165954747,6
,secondary,585.1975382165508,4
,secondary,1369.832524044454,4
,tertiary,27.94251659558957,5
,residential,117.61589199554444,6
,residential,113.59349493091966,6
,residential,87.68033376839571,6
,tertiary,404.15009509992757,5
,tertiary,101.17462552796101,5
,residential,71.85408245147336,6
,residential,113.65150630952779,6
,residential,83.97212291002428,6
,residential,59.461061535021976,6
,residential,122.93738656959923,6
,residential,146.71851210207208,6
,tertiary,1009.9493607955083,5
,residential,175.97391501357458,6
,residential,132.4752386134902,6
,residential,176.85061640588918,6
,residential,87.63044928385054,6
,residential,139.95336951999462,6
,residential,305.8202324107501,6
,residential,182.54115635608974,6
,residential,189.65446871942785,6
,residential,128.789288867173,6
,tertiary,251.72696074021727,5
,residential,228.86423241160844,6
,residential,211.38378180175442,6
,residential,184.4394521609418,6
,residential,325.9378243000399,6
,residential,145.66971380929306,6
,residential,141.59000516117902,6
,residential,407.721257777226,6
,residential,361.4764613508735,6
,residential,173.54102448673217,6
,residential,254.4060656415037,6
,residential,613.5106763421519,6
,residential,236.35587327667147,6
,tertiary,479.8385909404641,5
,tertiary,451.2597369007764,5
,residential,223.2118607590869,6
,residential,200.7569363166695,6
,residential,349.9370699122086,6
,residential,196.91499367816894,6
,residential,176.3602439040768,6
,residential,361.79595970844343,6
,residential,481.4692237585881,6
,residential,535.8834112880313,6
Saraybosna Caddesi,secondary,553.3098434533316,4
,residential,485.1776042291319,6
,residential,584.4085807433637,6
Fatih Ahmet Baba Bulvarı,secondary,628.9483885278449,4
,secondary,595.5249735529383,4
Vedat Dalokay Caddesi,secondary,287.6529695519866,4
,residential,131.4860059510211,6
,residential,91.74628489037109,6
Çay Sokak,secondary,419.5503614282606,4
,residential,422.8234709862177,6
,residential,513.3910348996342,6
,residential,444.04293494484887,6
Çay Sokak,secondary,425.0584090073187,4
,residential,446.39100705923227,6
,tertiary,482.73125443968945,5
,residential,525.169221830479,6
Fatih Ahmet Baba Bulvarı,secondary,797.9962450890332,4
,residential,311.1256548413772,6
,secondary,1570.8221272757614,4
,residential,513.3516876004709,6
,residential,512.3030774305847,6
,residential,403.94584265256367,6
,tertiary,741.2147070002006,5
,residential,118.49205431064293,6
,residential,141.45286356181927,6
,residential,145.31241403297895,6
,residential,85.69593775324216,6
,residential,83.8049663723554,6
,residential,96.7529304483829,6
,residential,167.13333262525032,6
,residential,118.42273175945996,6
,residential,72.32740128457685,6
,residential,56.814784127974896,6
,residential,59.008630650439116,6
,residential,148.62729854399598,6
,residential,51.135366609769626,6
,residential,118.51839780836502,6
,residential,35.049501900609286,6
,residential,170.84869545065362,6
,residential,228.1235556780908,6
,residential,78.4240937033275,6
,residential,86.48530734704147,6
,residential,123.26030143508524,6
,residential,118.40021254116637,6
,residential,127.61262400805181,6
,residential,121.46196510918254,6
,residential,75.24943534155697,6
,residential,79.7715274282253,6
,residential,96.04723782130753,6
,residential,70.76525585180921,6
,residential,1223.6361444425092,6
,residential,1053.1749666522796,6
,residential,160.56374353943795,6
,residential,178.89008082303107,6
,residential,120.26436297520632,6
,residential,82.18921230030776,6
,residential,149.73871119125735,6
,residential,119.53351873660512,6
,residential,202.9515159720703,6
,residential,146.87666323662114,6
,residential,110.24932378208544,6
,residential,149.72392484629586,6
,residential,136.5453254897314,6
,residential,146.3974665897358,6
,residential,168.92459060502205,6
,residential,266.7468052776687,6
,residential,1811.6323924232722,6
,residential,293.3608123121817,6
,residential,170.97190812319892,6
,residential,123.87807155263813,6
,residential,261.1080132285207,6
,residential,163.48304417971372,6
,residential,229.96176212270922,6
,residential,682.4393107093006,6
,residential,153.97875060885593,6
,residential,241.3459525305979,6
,residential,427.2669331848391,6
,residential,393.7622787734244,6
,residential,141.5703940671576,6
,residential,256.4709253894097,6
,residential,180.74001859086314,6
,residential,217.57469239510598,6
,residential,332.930356772057,6
,residential,296.53483527312244,6
,residential,180.1948150302777,6
,residential,276.20309563593645,6
,residential,479.9037179927369,6
,residential,236.5321681124587,6
,residential,444.1898927850963,6
,residential,449.37751412762947,6
,residential,396.02936313809016,6
,residential,515.3566249817203,6
,residential,361.83048894283746,6
,residential,388.2974817038969,6
,residential,466.7595864382763,6
,residential,441.18779002832486,6
,residential,699.7248474493649,6
,residential,850.2895433816664,6
,residential,914.3893508325957,6
,residential,551.9171651131948,6
,residential,847.9897351805467,6
,residential,171.9993876637741,6
,residential,161.4723329760753,6
,residential,176.0605078565063,6
,residential,110.30055040411446,6
,residential,126.35566043752912,6
,residential,111.74181634292643,6
,residential,196.90034233937797,6
,residential,222.8124671615759,6
,residential,373.75345300554613,6
Sarahatun Sokak,residential,290.6979479698022,6
,residential,190.28897693682168,6
,residential,134.9154037824128,6
,residential,138.97491327730725,6
,residential,125.07797846319771,6
,residential,256.30054880846444,6
,residential,147.02947626254215,6
,residential,254.00916150767696,6
,residential,228.69732690852828,6
,residential,399.1101387528246,6
,residential,607.4102251085835,6
,residential,205.5724674405393,6
,residential,180.77023894148087,6
,residential,946.240861362555,6
,residential,246.0236292524433,6
Kuvayı Milliye Caddesi,secondary,1689.5878199504693,4
,residential,717.9941411869306,6
,residential,286.60342577865345,6
,residential,372.5208325764485,6
,residential,362.35837693063706,6
,residential,235.68621877767617,6
,residential,449.82038380470783,6
,tertiary,809.5716596239585,5
,residential,579.0563728384277,6
,residential,733.4585093655658,6
,tertiary,644.0568046149898,5
Şelale Sokak,residential,430.375530616046,6
,residential,691.3651874329462,6
,residential,526.7732701507696,6
,residential,473.67282777517903,6
,residential,265.0733647833526,6
,residential,527.1719154898084,6
,residential,408.65116421315014,6
,residential,589.2573194649152,6
,residential,927.7381475996955,6
Demet Sokak,residential,548.9285186325006,6
,residential,137.660999474336,6
,residential,85.90683315794101,6
,residential,45.88536134306245,6
Kütüphane Sokak,residential,114.72523746618579,6
,residential,68.14642688872566,6
,residential,168.52613118983376,6
,residential,122.91927737655115,6
,residential,338.257965471703,6
,residential,104.00801851598372,6
,residential,206.16907258801785,6
,residential,55.9360689642822,6
Serhat Sokak,residential,173.84999083493275,6
,residential,368.0380490284083,6
Vakur Sokak,residential,184.72367123165407,6
,residential,196.42687933445052,6
,residential,79.61705454632573,6
,residential,303.9047217550872,6
Kütüphane Sokak,residential,242.08614331571334,6
,residential,253.52701605312959,6
,residential,265.83904842395447,6
,residential,498.3439026736479,6
,residential,249.96098180500724,6
,residential,698.7364375109028,6
,residential,230.4647977690163,6
,residential,277.8829826937245,6
,residential,93.7565089839587,6
,residential,356.77851998599095,6
Fatih Ahmet Baba Bulvarı,secondary,776.4402217754823,4
,residential,408.881784743478,6
,tertiary,500.02614617534687,5
,residential,346.0929370952437,6
,residential,191.31522648994613,6
,residential,75.90955441372897,6
,residential,129.6549447054688,6
,residential,134.93766734357436,6
,residential,101.74762569170835,6
,residential,65.80775045824845,6
,residential,130.15026596696543,6
,residential,152.24399043676982,6
,residential,163.3044377472669,6
,residential,117.08840011316437,6
,residential,366.16902327306406,6
,residential,165.6250314336694,6
,residential,100.53122104823596,6
,residential,95.79065798104722,6
,residential,239.9973536040535,6
,residential,148.60004364049954,6
,secondary,231.51705179226974,4
,residential,122.98776893359013,6
,secondary,211.92111910467835,4
Beyzade Efendi Bulvarı,secondary,365.79324239183853,4
,residential,453.72917223259054,6
Beyzade Efendi Bulvarı,secondary,226.18706938990954,4
,residential,122.9715860579056,6
,residential,352.44704899031956,6
,residential,189.4644515882508,6
,residential,214.99829486585347,6
,residential,238.85092710912983,6
,residential,144.70441374959768,6
,residential,92.96550330531255,6
,residential,122.35120374093995,6
,residential,423.436677428475,6
Şelale Sokak,residential,2060.901848656754,6
,residential,1159.9067568553157,6
,tertiary,2788.9740102769615,5
,residential,155.88018317460725,6
,residential,156.60676291307126,6
,residential,171.4235307745074,6
,residential,351.19897283199884,6
,residential,421.56208783669763,6
,residential,157.42390164264583,6
,residential,153.33234281830113,6
,residential,124.67524247818454,6
,residential,184.6467332123324,6
,residential,179.4805319575373,6
,residential,431.50053270653564,6
,residential,200.7376570115161,6
,residential,204.2623603524327,6
,residential,175.40571804032055,6
,residential,196.72098626933015,6
,residential,134.00455866221813,6
,residential,365.3001168334214,6
,residential,185.10057012402626,6
Şeyh Edebali Sokak,residential,545.1406114589636,6
,residential,427.52169129676804,6
,residential,513.355913820297,6
,residential,348.3268223720655,6
,residential,212.92647562012695,6
,residential,240.29715780665137,6
,residential,930.7047419375177,6
Muharrirler Sokak,residential,658.6628411687085,6
,residential,833.6226835880143,6
Ergenekon Sokak,residential,538.1597540618558,6
,residential,425.6005429111868,6
,residential,589.5935738822601,6
,residential,702.2286275875084,6
,residential,415.521659540165,6
,residential,499.6813592667243,6
,residential,561.2119344895725,6
,residential,381.5927936779663,6
,residential,460.9952367937113,6
,residential,598.4446630327897,6
,residential,250.6019695558101,6
,residential,578.2576554702928,6
,residential,574.160673513958,6
,tertiary,576.7721414142305,5
,residential,137.87857089396869,6
,residential,82.14414304378394,6
,residential,72.31987113160172,6
,residential,48.98003374340556,6
,residential,93.59122957523346,6
,residential,252.98104171208627,6
,residential,115.33798826187893,6
,residential,56.30238509417753,6
,residential,193.77134436578908,6
,residential,50.46345003283485,6
,residential,70.48818446774324,6
,residential,23.551785407575014,6
,residential,65.44575147681451,6
,residential,633.866213455728,6
,residential,475.2495349229759,6
,residential,173.1277039005078,6
,residential,64.63575977879464,6
,residential,58.77172963677099,6
,residential,48.16958024305854,6
,residential,78.07485334467543,6
,residential,45.2675169722863,6
,residential,92.66265734111424,6
,residential,54.85695695757127,6
,residential,117.24329128482579,6
,residential,263.5013222404546,6
,residential,126.52616219913502,6
,residential,252.1128457416749,6
,residential,188.6341919865278,6
,residential,44.226689642965006,6
,residential,90.21979898441106,6
,residential,25.735835889005767,6
,residential,132.88153436195054,6
,residential,169.7009540857431,6
,residential,95.37018193285905,6
,residential,93.08903202988128,6
,residential,393.04969575470864,6
,residential,88.65246431640101,6
,residential,104.0824311999488,6
,residential,56.495478420277365,6
,residential,153.93775671029658,6
,residential,96.4396204024107,6
,residential,110.25531072512133,6
,tertiary,97.30516351207473,5
,residential,1455.9866883454722,6
,residential,408.1762808543294,6
,residential,47.60639053985956,6
,residential,63.94211809792676,6
,residential,320.478580642025,6
,residential,176.18110791938972,6
,residential,163.3608237352368,6
,residential,88.3463346187141,6
,residential,76.19814010497977,6
,residential,138.9212179100664,6
,residential,236.77636910843768,6
,residential,26.543604297913163,6
,residential,85.40298183143474,6
,residential,76.2896158839464,6
,residential,224.68070353847548,6
,residential,115.75364356280576,6
,residential,92.91710821535368,6
,residential,195.60778919176568,6
,residential,137.4727570576369,6
,residential,134.1267350159877,6
,residential,137.41456186326937,6
,residential,295.2844242055058,6
,residential,398.0088551810246,6
,residential,540.7414667375572,6
,residential,91.38098856241749,6
,residential,49.6332073019548,6
,residential,285.13720532522296,6
,residential,80.42479783117395,6
,residential,183.81787740483404,6
,residential,80.4615300826953,6
,residential,104.27439202018917,6
,residential,68.66096232861506,6
,residential,53.83945188455191,6
,residential,114.77847574899594,6
,residential,229.10597029583906,6
,residential,349.0627206819234,6
,residential,79.23351581495125,6
,primary,59.43657013088334,3
,secondary,1831.7193297029683,4
,residential,250.70209585801103,6
,residential,101.3505129955933,6
,residential,431.78954699665917,6
,residential,246.379919867637,6
,residential,127.93000596327965,6
,residential,285.27479953808694,6
,residential,255.71693177382454,6
,residential,248.19971339804212,6
,residential,854.9709383732823,6
,residential,29.219042851634168,6
,residential,239.7524624554729,6
,residential,321.09779910210193,6
,residential,246.34427874369368,6
,residential,372.55078753211626,6
,residential,223.53492250873592,6
,residential,243.79074797861205,6
,residential,264.88681411056933,6
,residential,325.73250580396257,6
,residential,151.10226652540433,6
,residential,200.57602329214572,6
,residential,145.6448111674823,6
,residential,217.4063905735082,6
,residential,266.7586670541107,6
,residential,269.41959186114553,6
,residential,103.68348551850957,6
,residential,356.7633895785354,6
,residential,233.64035737526078,6
Koçak Sokak,residential,283.5055945539376,6
,residential,281.8321109774566,6
,residential,199.7253549362276,6
,residential,281.76871254146704,6
,residential,240.14461910600903,6
,residential,205.5494408287454,6
,residential,357.9147455409261,6
,residential,76.4051980045676,6
,residential,236.3474687585429,6
,residential,534.8869657746204,6
,residential,293.30859687227786,6
,residential,208.6170511441655,6
,residential,247.34337429478285,6
,residential,285.09380338463376,6
,residential,521.2069879149021,6
,residential,248.18565290313873,6
,residential,368.91506146237396,6
,residential,409.8451834419137,6
,residential,521.52299400519,6
,residential,251.27651018047425,6
,residential,274.60963718630023,6
,residential,311.67973160114195,6
,residential,1726.4536907063346,6
,residential,287.2755976663051,6
,residential,357.9906249260488,6
,residential,634.7107463536006,6
,residential,581.0231769412777,6
,residential,392.84130367787395,6
,residential,39.10258586983173,6
,residential,57.44730762766556,6
,residential,76.68687422088392,6
,residential,31.48876716522286,6
,residential,49.69326899800652,6
,tertiary,1709.4443270317274,5
,residential,461.4530069201825,6
,residential,478.37287467863865,6
,residential,192.06601388182864,6
,residential,139.5637948511681,6
,residential,88.03250473062644,6
,residential,167.4047834598823,6
,residential,168.23696144723567,6
,residential,451.9538395335604,6
,residential,186.62015160752924,6
,residential,90.33507312157498,6
,residential,200.74174491618413,6
,residential,206.75662357543683,6
,residential,518.4091471869198,6
,residential,242.14677284448192,6
,residential,218.93882889929407,6
,residential,696.062748530836,6
,residential,668.873049657408,6
,residential,776.43801924558,6
,residential,699.5804228427392,6
Avarlar Sokak,residential,228.6950721457124,6
,residential,281.1285988599912,6
Anadolu Sokak,residential,168.74436338842315,6
Köprü Sokak,residential,243.29592603197838,6
,residential,148.25904787906984,6
,residential,139.27158831552913,6
Şahitli Sokak,residential,211.42519733267304,6
,residential,130.62020179862515,6
,residential,217.36213221065708,6
Çimen Sokak,residential,159.60031453029896,6
,residential,95.96762213592467,6
,residential,121.72691098509046,6
,residential,128.5982307118069,6
İkbal Sokak,residential,186.45314430199193,6
Gürzlü Sokak,residential,162.7187462113633,6
,residential,45.17651748473391,6
,residential,114.05885358485226,6
,residential,151.8070063302394,6
,residential,189.26502001745888,6
Gürhan Bilgiç Sokak,residential,233.099267402135,6
,residential,248.88063014917833,6
Fatih Ahmet Baba Bulvarı,secondary,899.9533694630013,4
,residential,168.06877511699355,6
,residential,122.57698382177212,6
Hürmetli Sokak,residential,196.26007258705928,6
Alperen Sokak,residential,381.41731688967315,6
A.Vefik Paşa Sokak,residential,173.4214396191278,6
,residential,263.2294308454542,6
,residential,209.30685394139263,6
,residential,308.72046647944353,6
,residential,384.920867474459,6
,residential,103.06128514351444,6
,residential,462.72846917762354,6
,residential,147.66044884319788,6
,residential,105.90178247709908,6
,residential,70.7837154580266,6
,residential,98.75142837585494,6
,residential,101.95405943398144,6
,residential,37.98007481504784,6
,residential,78.93199795647561,6
,residential,66.37557756974543,6
,residential,125.78284082799065,6
,residential,80.71339377067893,6
,residential,81.86779127886801,6
,residential,116.07906460490403,6
,residential,53.67790552254905,6
,residential,230.99028821014775,6
,residential,107.0118451967836,6
,residential,106.33724354822556,6
,residential,52.64223216975769,6
,residential,52.23717241084203,6
,residential,294.98882202066346,6
,residential,186.86355342486092,6
,residential,63.746804298296354,6
,residential,197.6266704367905,6
,residential,149.4123542450831,6
,residential,201.42110932391975,6
,residential,110.62823431627679,6
,residential,289.9541751035173,6
,residential,280.02196244941354,6
,residential,236.71687768852541,6
,residential,58.2115216849832,6
,residential,167.33415547526968,6
,residential,140.24905523608828,6
,residential,165.76834865878317,6
,residential,225.68055960046007,6
,residential,120.43523599241736,6
,residential,175.5198128177535,6
,residential,518.0600966027608,6
,tertiary,344.0624477263678,5
Haşmetli Sokak,residential,145.8805966205765,6
,residential,342.46218730478097,6
,residential,281.6640929862016,6
,residential,395.1552911795267,6
,residential,235.37962637246542,6
Kuvayı Milliye Caddesi,secondary,1464.3732556993862,4
,residential,235.1909358159097,6
Kuvayı Milliye Caddesi,secondary,2892.905842043849,4
,residential,324.33573133182523,6
,residential,184.81287541448748,6
,residential,205.15719121059402,6
Kuvayı Milliye Caddesi,secondary,1745.7777936849707,4
,residential,119.27640102379212,6
,residential,669.9539212045582,6
,residential,266.47271384547435,6
,residential,181.75428422439066,6
,residential,344.0317668285751,6
,residential,198.86504702476083,6
,residential,122.30091380234835,6
,residential,597.5460055023278,6
,residential,605.2935230165261,6
,residential,650.0411984586929,6
,residential,94.58680492985854,6
,residential,342.12606713016334,6
,residential,378.6689912936728,6
,residential,173.72395215027942,6
,residential,630.4790078764229,6
,residential,407.56925911042083,6
,residential,852.408647186222,6
,residential,394.2771938574104,6
,secondary,1252.1454457334162,4
,residential,445.2928019024305,6
,residential,265.8798396456102,6
Billur Sokak,residential,423.9311441564142,6
,residential,579.6070077881528,6
,residential,145.39557803994578,6
,residential,200.75674161676378,6
,residential,81.70205855881399,6
,residential,70.21308064572567,6
,residential,89.32486196758879,6
,residential,205.0305525161504,6
,residential,93.97983491503673,6
,residential,122.31704523887618,6
,residential,116.1294402123705,6
,residential,249.2004506685576,6
,residential,116.27892834359872,6
,residential,181.75541735976475,6
,residential,167.76107025471325,6
,residential,73.90301783985532,6
,residential,115.23215005728918,6
,residential,143.9400805730256,6
,residential,147.0743547974738,6
,residential,246.3245381202272,6
,residential,188.41992984751502,6
,residential,127.0312519898612,6
,residential,335.6649492945599,6
,residential,397.4050574446816,6
,residential,387.9806025839989,6
,residential,500.1916657431136,6
,residential,324.73449682779443,6
,residential,599.9072895114552,6
,residential,366.11530917446584,6
,residential,416.21830062785875,6
,residential,464.7151594806998,6
,residential,78.67000083562597,6
,residential,81.09208161356582,6
,residential,226.22856978612177,6
,residential,99.499189710944,6
,residential,65.6192170738795,6
,residential,97.44518409217727,6
,residential,124.71167403530298,6
,residential,131.87312646906295,6
,residential,108.29613989953342,6
,residential,79.83698468611917,6
,residential,100.11735883762384,6
,residential,695.7503477270916,6
,residential,203.17235916310477,6
,residential,143.68718219930787,6
,residential,195.65853685734032,6
,residential,88.57188597448366,6
,residential,214.63123810343563,6
,residential,183.65711689097685,6
,residential,156.73272523901352,6
,residential,167.82127025689158,6
,residential,480.80659170897775,6
,residential,123.57817673390825,6
,residential,223.06587480557738,6
,residential,226.0519785830365,6
,residential,186.43677537364226,6
,residential,262.96421518324996,6
,residential,738.3299654587987,6
,residential,351.61134428442966,6
,residential,185.48950794110897,6
,residential,176.63750999793646,6
,residential,223.30983882461817,6
,residential,421.2623484326842,6
,residential,370.83250873654583,6
,residential,200.7042729043451,6
,residential,137.56307673454035,6
,residential,183.02106922201435,6
,residential,382.8246366063119,6
Püsküllü Sokak,residential,242.46123799059097,6
,residential,419.22976121534975,6
,residential,579.7594931411561,6
,residential,221.56583894253677,6
,residential,228.3325970048226,6
Reyhan Sokak,residential,85.73766774730511,6
,residential,125.60555185985385,6
,residential,82.56429820702132,6
Papatya Sokak,residential,71.46590721436574,6
,residential,260.709041230543,6
,residential,84.80783855328556,6
,residential,138.38375766146677,6
,residential,226.3861192691844,6
,residential,778.877363783496,6
,residential,132.84394436231247,6
,residential,196.80398991275814,6
,residential,82.86980129799691,6
,residential,55.113872844610285,6
,residential,260.4400711761901,6
,residential,321.6563266819885,6
,residential,122.50938340361247,6
,residential,145.89488048198348,6
,residential,265.93753353713373,6
,residential,1268.4162956293285,6
,residential,355.8462991697724,6
,residential,561.4872075232429,6
,residential,53.07979707266481,6
,residential,25.42745877042962,6
,residential,171.6176271261944,6
,residential,26.92561805587891,6
,residential,101.24248481507416,6
,residential,105.95520373192566,6
,residential,31.446058922705635,6
,residential,22.004860918678585,6
,residential,292.619207407948,6
,residential,214.76563892894202,6
,residential,272.221478571804,6
,residential,67.24331414083966,6
,residential,150.47711831523787,6
,residential,141.77688804729306,6
,residential,107.87548766450544,6
,residential,105.09239677662725,6
,residential,74.62291406414936,6
,residential,1108.8832809236353,6
,residential,67.94001114670075,6
,residential,127.29467357225525,6
,residential,255.47500945665956,6
,residential,127.37361806660286,6
,residential,318.2301021913357,6
,residential,128.3841993283065,6
,residential,213.9462616878319,6
,residential,943.0901021013399,6
,residential,294.7033428008141,6
,residential,475.32943773107195,6
,residential,1597.0427599253198,6
,residential,605.2614675606739,6
,residential,983.9314561116939,6
,secondary,362.75591056080026,4
,residential,123.40799625311587,6
,residential,92.15282865779074,6
,residential,159.16132711866157,6
,residential,103.17463837566577,6
,residential,118.71192078931081,6
,residential,339.2895269475048,6
,residential,92.62914725240422,6
,residential,89.13665397713199,6
,residential,1258.4006582984498,6
,residential,92.27852794175433,6
,residential,91.00592944172813,6
,residential,93.58794677596494,6
,residential,238.20594353705968,6
,residential,88.28917470860534,6
,residential,99.29993790775396,6
,residential,430.21724119963756,6
,residential,112.67365849538427,6
,residential,97.56818376762224,6
,residential,94.25825503010455,6
,residential,75.90182258131749,6
,residential,366.8579965215681,6
,residential,91.28207958637633,6
,residential,78.57552234700113,6
,residential,166.1578990398481,6
,residential,314.6897037900451,6
,residential,129.8941123442009,6
,residential,157.5937508270302,6
,residential,117.58558898730556,6
,tertiary,267.92320353919723,5
,residential,113.46137902433264,6
,residential,204.10702840531312,6
,residential,134.39496331158824,6
,residential,115.69190643433201,6
,residential,137.64631017205963,6
,residential,154.14188858568957,6
,residential,195.10305735227428,6
,residential,136.43262295300224,6
,residential,151.96037187636804,6
,residential,145.34960566658793,6
,residential,175.18993233917666,6
,residential,235.37707118184912,6
,residential,179.06024294534157,6
,residential,513.7925852007056,6
,residential,437.7541853188836,6
,tertiary,605.6478431049435,5
,residential,230.60433773756733,6
,residential,261.08680991180876,6
,residential,127.07530815857767,6
,residential,676.5197374847747,6
,residential,151.04472301137395,6
,residential,181.31812218748502,6
,residential,369.34656152378886,6
,residential,152.1168021610471,6
,residential,269.4647440601409,6
,residential,412.1448678573947,6
,residential,161.78366402629237,6
,residential,224.96744438761687,6
,residential,195.46885323206703,6
,residential,265.6307750692313,6
,residential,167.02715297514385,6
,residential,378.0538189603613,6
,residential,885.0866228323398,6
,residential,220.9001559452343,6
,residential,529.8157766339034,6
,residential,263.1634287070276,6
,residential,166.40587852785328,6
,residential,602.1476567265152,6
,residential,423.8526597062536,6
,residential,453.73839656215955,6
,residential,535.2392470063319,6
,residential,746.040417301968,6
,residential,331.9320598844241,6
,residential,198.23029695936484,6
,residential,183.28978320690803,6
,residential,127.12300430958811,6
,residential,348.66792580922083,6
,residential,578.9340302746459,6
,residential,312.29570200062875,6
,residential,231.6068082730714,6
,residential,540.1410541849103,6
,residential,72.77139536908943,6
,residential,77.9730748501078,6
,residential,76.52955122858634,6
,residential,103.22814361327184,6
,residential,111.55666250000974,6
,residential,120.75001767643809,6
,residential,152.9438570390129,6
,residential,473.6312488436133,6
,residential,311.9103265324362,6
